vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,em_tolerance_used,em_maxiter_used,em_convergence_delta_last,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2021-08,2021-08-01,2021Q3,2,50,751,1,-34769.1537735997,38,2e-06,100,1.8947654464271397e-06,"[-34797.26188857908, -34778.779265917496, -34777.09283557567, -34776.04944357248, -34775.289541289945, -34774.68957607909, -34774.19283008837, -34773.768593042085, -34773.398326498485, -34773.069943749, -34772.775100561696, -34772.5077771422, -34772.26347673578, -34772.03874433031, -34771.830862978604, -34771.6376542037, -34771.45734223297, -34771.2884589109, -34771.12977540604, -34770.98025207776, -34770.83900096173, -34770.70525721859, -34770.578357074126, -34770.45772054353, -34770.34283773689, -34770.23325788331, -34770.12858044548, -34770.02844786073, -34769.932539560716, -34769.84056700667, -34769.75226953816, -34769.66741087933, -34769.585776180305, -34769.50716949781, -34769.43141163814, -34769.358338301376, -34769.28779847738, -34769.21965305328, -34769.1537735997]",True,2021-07,False,PeriodIndex,True,PeriodIndex,True
2021-09,2021-09-01,2021Q3,3,50,752,1,-34831.89044646426,38,2e-06,100,1.888399108220032e-06,"[-34860.0472329974, -34841.520637791655, -34839.84206518081, -34838.80013804605, -34838.03972564195, -34837.438590659076, -34836.94048887263, -34836.51489858811, -34836.14335764528, -34835.81380734858, -34835.51790997274, -34835.24964273819, -34835.00450199183, -34834.779024513824, -34834.5704850304, -34834.376697133586, -34834.19587770908, -34834.026551895135, -34833.867484770555, -34833.71763117738, -34833.57609815497, -34833.442116337974, -34833.3150178496, -34833.194218983626, -34833.079206472044, -34832.96952647566, -34832.86477566883, -34832.76459395377, -34832.66865845648, -34832.57667854051, -34832.48839163649, -34832.40355973104, -34832.32196639252, -34832.243414237426, -34832.1677227606, -34832.09472646781, -34832.024273261195, -34831.956223037225, -34831.89044646426]",True,2021-08,False,PeriodIndex,True,PeriodIndex,True
2021-10,2021-10-01,2021Q4,1,50,753,1,-34888.32738775341,38,2e-06,100,1.881747797148751e-06,"[-34916.310219333755, -34897.96828144361, -34896.285629174454, -34895.24148115558, -34894.47960973358, -34893.87745251782, -34893.37860181237, -34892.952440821486, -34892.58045085336, -34892.2505390734, -34891.954346562015, -34891.68583685627, -34891.44049704219, -34891.214857305975, -34891.00618743933, -34890.81229717164, -34890.631400248225, -34890.46201917547, -34890.302916774584, -34890.153045917046, -34890.01151190004, -34889.87754380335, -34889.75047235294, -34889.62971258054, -34889.514750073926, -34889.40512995349, -34889.30044794558, -34889.20034308707, -34889.104491713064, -34889.012602463554, -34888.924412106644, -34888.83968202186, -34888.75819522106, -34888.679753810364, -34888.60417681633, -34888.53129831505, -34888.46096581426, -34888.393038848386, -34888.32738775341]",True,2021-09,False,PeriodIndex,True,PeriodIndex,True
2021-11,2021-11-01,2021Q4,2,50,754,1,-34930.6679606281,38,2e-06,100,1.8703176071328594e-06,"[-34958.70674144047, -34940.32143068689, -34938.637544248966, -34937.59167755129, -34936.82803302956, -34936.224161930775, -34935.723720726586, -34935.29612251601, -34934.9228575584, -34934.59183046277, -34934.294673933044, -34934.025340513486, -34933.77930542553, -34933.55308704308, -34933.34394386793, -34933.14967508215, -34932.96848470989, -34932.79888637208, -34932.63963481113, -34932.48967557797, -34932.34810735102, -34932.21415323453, -34932.08713856477, -34931.966473515284, -34931.85163929657, -34931.742177086184, -34931.63767905951, -34931.53778105599, -34931.44215653182, -34931.35051153519, -34931.26258050118, -34931.17812270949, -34931.09691928242, -34931.01877062608, -34930.94349423801, -34930.870922819544, -34930.80090264286, -34930.733292132514, -34930.6679606281]",True,2021-10,False,PeriodIndex,True,PeriodIndex,True
2021-12,2021-12-01,2021Q4,3,50,755,1,-34976.91131503871,38,2e-06,100,1.8686862365381154e-06,"[-35004.92977413039, -34986.55567817492, -34984.87597393939, -34983.83209578098, -34983.06954570854, -34982.46634583574, -34981.96634831243, -34981.53905971945, -34981.16601920614, -34980.83515891732, -34980.53812815828, -34980.26889012137, -34980.022927231985, -34979.79676295534, -34979.58765951758, -34979.39341889939, -34979.212247272546, -34979.04265993409, -34978.88341295284, -34978.7334529418, -34978.59187943868, -34978.457916249376, -34978.33088928799, -34978.21020920766, -34978.09535761991, -34977.98587603991, -34977.88135692923, -34977.781436371355, -34977.685788031886, -34977.59411813969, -34977.5061612866, -34977.42167688908, -34977.340446189206, -34977.26226969862, -34977.18696500821, -34977.114364902205, -34977.044315726744, -34976.97667597255, -34976.91131503871]",True,2021-11,False,PeriodIndex,True,PeriodIndex,True
2022-01,2022-01-01,2022Q1,1,50,756,1,-35026.586973151214,38,2e-06,100,1.8798168310798038e-06,"[-35054.70751091448, -35036.218148007196, -35034.53689952806, -35033.49399631235, -35032.733268564734, -35032.13213845545, -35031.63420349562, -35031.208857646256, -35030.83759256621, -35030.508324321694, -35030.212701584765, -35029.94469447092, -35029.699795866036, -35029.474541135496, -35029.2662047334, -35029.07260060612, -35028.89194632365, -35028.722767867206, -35028.56383121932, -35028.414092131075, -35028.272658526184, -35028.13876188347, -35028.011735123495, -35027.890995288806, -35027.77602981268, -35027.66638551213, -35027.56165967581, -35027.46149278167, -35027.36556249612, -35027.27357869092, -35027.18527927556, -35027.100426688616, -35027.01880492587, -35026.940217008654, -35026.864482815836, -35026.79143721795, -35026.720928464056, -35026.65281678083, -35026.586973151214]",True,2021-12,False,PeriodIndex,True,PeriodIndex,True
2022-02,2022-02-01,2022Q1,2,50,757,1,-35088.41640639764,38,2e-06,100,1.8940063796130587e-06,"[-35116.91980242047, -35098.17444133961, -35096.47931364882, -35095.42741303391, -35094.65862863902, -35094.05010676791, -35093.54535731426, -35093.11370856028, -35092.736599084936, -35092.40190150516, -35092.10122814213, -35091.828518012786, -35091.579236903766, -35091.34989622886, -35091.137749041554, -35090.94059000502, -35090.75661919669, -35090.58434664266, -35090.42252370651, -35090.27009269352, -35090.12614912042, -35089.98991298585, -35089.86070656227, -35089.73793699536, -35089.621082503145, -35089.50968130846, -35089.40332267383, -35089.30163957242, -35089.20430264571, -35089.111015183385, -35089.02150892242, -35088.93554050869, -35088.85288849781, -35088.773350799005, -35088.69674248464, -35088.62289390381, -35088.55164905045, -35088.4828641451, -35088.41640639764]",True,2022-01,False,PeriodIndex,True,PeriodIndex,True
2022-03,2022-03-01,2022Q1,3,50,758,1,-35150.37139335716,37,2e-06,100,1.9062593701033453e-06,"[-35178.69452530902, -35159.94306597468, -35158.264235269584, -35157.2196339542, -35156.45582396483, -35155.851381968634, -35155.350315945194, -35154.92216620631, -35154.548466058724, -35154.217129503304, -35153.919785040176, -35153.65037582373, -35153.40436611171, -35153.17826328591, -35152.96931545909, -35152.775312251164, -35152.59444899441, -35152.4252314554, -35152.26640729796, -35152.11691570055, -35151.97584960745, -35151.84242696421, -35151.71596846719, -35151.59588011812, -35151.481639378704, -35151.37278406052, -35151.26890331984, -35151.16963029155, -35151.07463601296, -35150.98362437275, -35150.89632788218, -35150.812504111396, -35150.73193266772, -35150.654412619144, -35150.57976028572, -35150.507807337046, -35150.43839914586, -35150.37139335716]",True,2022-02,False,PeriodIndex,True,PeriodIndex,True
2022-04,2022-04-01,2022Q2,1,50,759,1,-35184.45265298963,37,2e-06,100,1.9290813290371015e-06,"[-35212.83855374754, -35194.045142028466, -35192.35500739571, -35191.30917273727, -35190.546373236975, -35189.94345177517, -35189.44389777411, -35189.017076626704, -35188.644468573955, -35188.31398215023, -35188.01725929725, -35187.74826354568, -35187.502481264215, -35187.276441407936, -35187.067412175275, -35186.873201448296, -35186.692020949486, -35186.522391047016, -35186.36307235655, -35186.21301551605, -35186.071323593846, -35185.937223472334, -35185.81004373326, -35185.68919733449, -35185.57416787345, -35185.46449857335, -35185.35978336306, -35185.25965958586, -35185.163801988936, -35185.071917730216, -35184.98374220038, -35184.89903550377, -35184.81757947607, -35184.73917514237, -35184.663640539125, -35184.59080883849, -35184.520526725784, -35184.45265298963]",True,2022-03,False,PeriodIndex,True,PeriodIndex,True
2022-05,2022-05-01,2022Q2,2,50,760,1,-35185.818550044496,38,2e-06,100,1.8971668557661034e-06,"[-35215.18871292898, -35195.701396905766, -35193.92908503565, -35192.84860336694, -35192.0669292097, -35191.45233823041, -35190.94483738342, -35190.512133479904, -35190.13484992245, -35189.8004302564, -35189.50025496117, -35189.228135971745, -35188.979469038866, -35188.75072713591, -35188.539142593465, -35188.34249938106, -35188.15899259943, -35187.98713057018, -35187.8256648249, -35187.67353890035, -35187.52985013629, -35187.39382066832, -35187.26477505508, -35187.14212277949, -35187.02534438894, -35186.913980392856, -35186.80762227684, -35186.70590516184, -35186.60850175549, -35186.51511732915, -35186.42548551639, -35186.33936477508, -35186.25653539006, -35186.176796918946, -35186.099966004156, -35186.02587448919, -35185.95436778938, -35185.88530347656, -35185.818550044496]",True,2022-04,False,PeriodIndex,True,PeriodIndex,True
2022-06,2022-06-01,2022Q2,3,50,761,1,-35177.70975097016,37,2e-06,100,1.9277367223140495e-06,"[-35212.77086082657, -35189.574188372426, -35186.72137523712, -35185.21936023732, -35184.22381157895, -35183.48620215582, -35182.904198272634, -35182.42479673092, -35182.01715891775, -35181.66220032018, -35181.3475646617, -35181.06490979538, -35180.808368705555, -35180.57365221916, -35180.35751312774, -35180.157417767354, -35179.97133882428, -35179.79762041842, -35179.634887302425, -35179.48198171487, -35179.33791807978, -35179.20184957872, -35179.073042863514, -35178.95085851514, -35178.8347356679, -35178.72417972585, -35178.618752422946, -35178.51806369191, -35178.42176495028, -35178.329543511594, -35178.24111790007, -35178.15623389768, -35178.07466119016, -35177.996190506565, -35177.92063116796, -35177.847808977735, -35177.77756439842, -35177.70975097016]",True,2022-05,False,PeriodIndex,True,PeriodIndex,True
2022-07,2022-07-01,2022Q3,1,50,762,1,-35224.491018252695,37,2e-06,100,1.914723536438181e-06,"[-35252.70561046984, -35234.022763629924, -35232.32254871078, -35231.277543052696, -35230.51898102273, -35229.92117036368, -35229.42675284148, -35229.00480651888, -35228.63672294504, -35228.31039618574, -35228.01748189864, -35227.75196745916, -35227.50936584763, -35227.28623235499, -35227.079860018915, -35226.88807963561, -35226.70912383711, -35226.541531968505, -35226.38408182298, -35226.235739569296, -35226.09562231267, -35225.96296962315, -35225.83712155392, -35225.717501438856, -35225.60360226463, -35225.494975754555, -35225.39122353587, -35225.29198992677, -35225.196955996165, -35225.10583463338, -35225.01836642675, -35224.934316195344, -35224.853470052345, -35224.775632904304, -35224.700626310216, -35224.62828663942, -35224.558463479276, -35224.491018252695]",True,2022-06,False,PeriodIndex,True,PeriodIndex,True
2022-08,2022-08-01,2022Q3,2,50,763,1,-35224.28669350066,37,2e-06,100,1.917024056020273e-06,"[-35253.53756862125, -35233.89296600049, -35232.14549265063, -35231.08923262491, -35230.32564037077, -35229.725072098394, -35229.22898833078, -35228.80596113186, -35228.43713081995, -35228.11025726602, -35227.81692105852, -35227.55106601387, -35227.30817897106, -35227.08479900191, -35226.87820873961, -35226.68623208148, -35226.50709693594, -35226.33933931388, -35226.18173458714, -35226.033247119005, -35225.89299263523, -35225.76020962766, -35225.63423728888, -35225.51449825217, -35225.40048492345, -35225.291748536474, -35225.187890299625, -35225.08855416782, -35224.99342089122, -35224.90220307666, -35224.81464106, -35224.73049943311, -35224.64956410353, -35224.571639790876, -35224.49654788366, -35224.4241245953, -35224.35421937033, -35224.28669350066]",True,2022-07,False,PeriodIndex,True,PeriodIndex,True
2022-09,2022-09-01,2022Q3,3,50,764,1,-35268.04492171955,37,2e-06,100,1.9181321506570763e-06,"[-35296.62924245506, -35277.65515881279, -35275.92804199377, -35274.87043739512, -35274.10367109252, -35273.50011601468, -35273.00153560417, -35272.57647673401, -35272.20599363388, -35271.87776377496, -35271.58330191999, -35271.31650199037, -35271.07281342843, -35270.84874710803, -35270.64156411085, -35270.44907159339, -35270.26948424735, -35270.101327492426, -35269.943368102606, -35269.79456338522, -35269.654023223506, -35269.52098123646, -35269.3947725289, -35269.274816288926, -35269.16060200806, -35269.0516784474, -35268.94764471243, -35268.84814296638, -35268.75285243067, -35268.6614844064, -35268.573778113336, -35268.48949718891, -35268.40842672439, -35268.33037074146, -35268.25515003201, -35268.18260029999, -35268.112570555284, -35268.04492171955]",True,2022-08,False,PeriodIndex,True,PeriodIndex,True
2022-10,2022-10-01,2022Q4,1,50,765,1,-35317.04405988226,37,2e-06,100,1.920140959434488e-06,"[-35345.38348110499, -35326.62478254099, -35324.91485082713, -35323.86482050104, -35323.10250870514, -35322.501601192664, -35322.004554988904, -35321.580347241295, -35321.210296858, -35320.8822423864, -35320.587796579945, -35320.32091337568, -35320.07707938019, -35319.85282879452, -35319.64543756108, -35319.45272244733, -35319.27290445054, -35319.10451318015, -35318.94631822216, -35318.797278783604, -35318.65650603345, -35318.52323445727, -35318.39679973651, -35318.27662143338, -35318.16218927076, -35318.05305214006, -35317.94880920524, -35317.84910263716, -35317.753611628905, -35317.662047428035, -35317.57414918345, -35317.48968045013, -35317.40842622942, -35317.330190448614, -35317.254793802975, -35317.182071899166, -35317.11187365023, -35317.04405988226]",True,2022-09,False,PeriodIndex,True,PeriodIndex,True
2022-11,2022-11-01,2022Q4,2,50,766,1,-35358.40527700356,37,2e-06,100,1.923855462808276e-06,"[-35386.70901822674, -35367.962610488765, -35366.26389873109, -35365.21888791589, -35364.45946486409, -35363.86047619571, -35363.364804845594, -35362.94162343672, -35362.572356832796, -35362.24490781427, -35361.95093106939, -35361.684409397625, -35361.44085011389, -35361.21680280599, -35361.00955519916, -35360.816933321454, -35360.637165610926, -35360.46878776744, -35360.31057443915, -35360.16148909398, -35360.02064652462, -35359.887284324715, -35359.76074086011, -35359.640438024915, -35359.52586757751, -35359.41658019318, -35359.31217660471, -35359.21230036653, -35359.11663189508, -35359.02488352182, -35358.93679535784, -35358.852131813495, -35358.77067865167, -35358.69224047831, -35358.6166385941, -35358.54370914612, -35358.473301530146, -35358.40527700356]",True,2022-10,False,PeriodIndex,True,PeriodIndex,True
2022-12,2022-12-01,2022Q4,3,50,767,1,-35424.430545038296,37,2e-06,100,1.922102299254085e-06,"[-35452.83732908217, -35434.01639929996, -35432.30977719088, -35431.26112493296, -35430.4992568679, -35429.89841832045, -35429.40125733458, -35428.976829565494, -35428.60649419222, -35428.27811363746, -35427.98331588668, -35427.71606495662, -35427.47185426688, -35427.24722269058, -35427.03944940693, -35426.8463534398, -35426.66615736121, -35426.49739187388, -35426.33882731208, -35426.18942338071, -35426.04829156336, -35425.9146665251, -35425.78788402705, -35425.66736363723, -35425.55259503015, -35425.44312700938, -35425.33855862287, -35425.238531905874, -35425.14272590287, -35425.05085170492, -35424.96264830032, -35424.87787908231, -35424.79632889159, -35424.71780149746, -35424.642117441166, -35424.56911218003, -35424.498634483134, -35424.430545038296]",True,2022-11,False,PeriodIndex,True,PeriodIndex,True
2023-01,2023-01-01,2023Q1,1,50,768,1,-35497.171614872066,37,2e-06,100,1.923648947125704e-06,"[-35525.839712315144, -35506.783250697976, -35505.06330612178, -35504.01065927849, -35503.24726073928, -35502.64574922074, -35502.148261626455, -35501.723653168956, -35501.353194818745, -35501.02470800832, -35500.729801499336, -35500.46243069202, -35500.21808572359, -35499.99330489264, -35499.78536815395, -35499.59209593761, -35499.411712467365, -35499.24275013794, -35499.08398090945, -35498.93436599511, -35498.793018248405, -35498.65917356171, -35498.53216878543, -35498.41142444812, -35498.29643106685, -35498.186738181146, -35498.08194547944, -35497.98169555214, -35497.885667923125, -35497.79357409556, -35497.70515341026, -35497.62016956017, -35497.53840763897, -35497.45967162762, -35497.38378224247, -35497.310575083655, -35497.23989903455, -35497.171614872066]",True,2022-12,False,PeriodIndex,True,PeriodIndex,True
2023-02,2023-02-01,2023Q1,2,50,769,1,-35566.434390704,37,2e-06,100,1.916497367573647e-06,"[-35595.56666513004, -35576.117038721626, -35574.370196476215, -35573.303253523736, -35572.53110847548, -35571.92398361999, -35571.422699689545, -35570.995383295274, -35570.62289769997, -35570.292832052044, -35569.99665936219, -35569.72825292839, -35569.48305100651, -35569.25755735597, -35569.049027599016, -35568.855264045036, -35568.67447674072, -35568.50518653475, -35568.34615569313, -35568.196337109475, -35568.05483638728, -35567.92088303507, -35567.793808242815, -35567.6730274968, -35567.558026809, -35567.448351686384, -35567.343598203784, -35567.243405712055, -35567.14745083067, -35567.0554424598, -35566.9671176089, -35566.88223788488, -35566.800586517005, -35566.72196582251, -35566.64619503562, -35566.5731084389, -35566.5025537472, -35566.434390704]",True,2023-01,False,PeriodIndex,True,PeriodIndex,True
2023-03,2023-03-01,2023Q1,3,50,770,1,-35591.054115878884,37,2e-06,100,1.8949457852921565e-06,"[-35620.06478335238, -35600.67734607561, -35598.94398771446, -35597.88573916704, -35597.118689182746, -35596.51443643785, -35596.014820819124, -35595.588574504625, -35595.21689349835, -35594.88754139861, -35594.59207800739, -35594.32441607861, -35594.080008332625, -35593.85536020308, -35593.64772279051, -35593.45489120975, -35593.27506748878, -35593.10676457315, -35592.9487373902, -35592.79993224542, -35592.659448953156, -35592.52651201003, -35592.40044831642, -35592.28066972304, -35592.166659189155, -35592.0579596828, -35591.95416518982, -35591.85491336379, -35591.759879466656, -35591.66877133468, -35591.581325166335, -35591.49730197476, -35591.41648458158, -35591.33867505514, -35591.26369251587, -35591.19137124705, -35591.121559060775, -35591.054115878884]",True,2023-02,False,PeriodIndex,True,PeriodIndex,True
2023-04,2023-04-01,2023Q2,1,50,771,1,-35654.81058034707,37,2e-06,100,1.8773636666358305e-06,"[-35683.70700059057, -35664.417267376804, -35662.656934034414, -35661.587221077905, -35660.81664232346, -35660.21297105981, -35659.71602621056, -35659.29343196753, -35658.92576809834, -35658.600458056404, -35658.30888043219, -35658.04485905367, -35657.803810977304, -35657.58223606556, -35657.37739614577, -35657.18710519331, -35657.00958746846, -35656.843378813195, -35656.68725624196, -35656.5401865979, -35656.40128837197, -35656.26980280874, -35656.14507169305, -35656.02652002856, -35655.91364235638, -35655.80599182205, -35655.703171345755, -35655.60482642206, -35655.510639196116, -35655.420323550774, -35655.33362100125, -35655.250297241386, -35655.17013921939, -35655.092952647334, -35655.018559868564, -35654.946798022174, -35654.877517455825, -35654.81058034707]",True,2023-03,False,PeriodIndex,True,PeriodIndex,True
2023-05,2023-05-01,2023Q2,2,50,772,1,-35714.83976273333,37,2e-06,100,1.8724159556555682e-06,"[-35743.549208531826, -35724.42066597735, -35722.681834936724, -35721.62181960908, -35720.855810377005, -35720.253948333564, -35719.757272584575, -35719.334107428964, -35718.96544754238, -35718.63896234091, -35718.346173407124, -35718.08098450778, -35717.83885432087, -35717.61630140555, -35717.41059289308, -35717.21954051849, -35717.0413623019, -35716.87458595922, -35716.717979726294, -35716.57050171163, -35716.43126208868, -35716.299494382656, -35716.17453332638, -35716.05579754501, -35715.94277584668, -35715.83501624485, -35715.73211707722, -35715.63371975296, -35715.53950277854, -35715.44917679776, -35715.3624804436, -35715.279176845754, -35715.199050671734, -35715.12190560552, -35715.047562187516, -35714.9758559547, -35714.906635831765, -35714.83976273333]",True,2023-04,False,PeriodIndex,True,PeriodIndex,True
2023-06,2023-06-01,2023Q2,3,50,773,1,-35771.91495366153,37,2e-06,100,1.8724898497631373e-06,"[-35800.669235663285, -35781.53615109918, -35779.776305399755, -35778.706137897854, -35777.93478744371, -35777.33017630472, -35776.83221330767, -35776.40858124744, -35776.039898660325, -35775.71361446838, -35775.42112299488, -35775.1562565091, -35774.914435203944, -35774.6921584157, -35774.48668508094, -35774.295824891036, -35774.11779711924, -35773.951132384434, -35773.7946025416, -35773.647169518204, -35773.507947231585, -35773.37617273865, -35773.25118403199, -35773.132402707095, -35773.01932025772, -35772.91148711405, -35772.808503781955, -35772.71001361192, -35772.615696846115, -35772.525265678385, -35772.43846012451, -35772.35504454635, -35772.2748047079, -35772.197545267605, -35772.12308763025, -35772.05126809813, -35771.9819362719, -35771.91495366153]",True,2023-05,False,PeriodIndex,True,PeriodIndex,True
2023-07,2023-07-01,2023Q3,1,50,774,1,-35820.858761442265,37,2e-06,100,1.8725775240506048e-06,"[-35849.37042907209, -35830.38589192486, -35828.67134689358, -35827.62260159787, -35826.863133393264, -35826.26547515011, -35825.77167304841, -35825.350559180864, -35824.983410358065, -35824.65806321741, -35824.36614346097, -35824.10162241976, -35823.86000429405, -35823.63783944676, -35823.43241803933, -35823.241569079895, -35823.06352398337, -35822.89682117328, -35822.74023767385, -35822.592738966785, -35822.45344152075, -35822.32158430889, -35822.19650682669, -35822.07763189356, -35821.96445203061, -35821.856518549735, -35821.75343272543, -35821.65483858493, -35821.56041696988, -35821.4698806066, -35821.38296998427, -35821.29944988531, -35821.21910644663, -35821.14174465632, -35821.06718620958, -35820.99526766328, -35820.92583884008, -35820.858761442265]",True,2023-06,False,PeriodIndex,True,PeriodIndex,True
2023-08,2023-08-01,2023Q3,2,50,775,1,-35875.75947913651,36,2e-06,100,1.9288275507281572e-06,"[-35904.18684657005, -35885.23622061638, -35883.516402267196, -35882.46459335025, -35881.702908751875, -35881.10349909172, -35880.6082671543, -35880.18597081494, -35879.81783988754, -35879.49167756548, -35879.19908405714, -35878.9340104189, -35878.691944275204, -35878.46942217498, -35878.26372260436, -35878.07266459621, -35877.894470968866, -35877.72767268508, -35877.571040256385, -35877.42353345191, -35877.28426370948, -35877.15246555704, -35877.027474551505, -35876.908710014744, -35876.7956613562, -35876.68787711537, -35876.58495609374, -35876.486540110585, -35876.39230803501, -35876.30197083035, -35876.21526740979, -35876.13196114685, -35876.051836919156, -35875.974698589634, -35875.90036684868, -35875.828677356534, -35875.75947913651]",True,2023-07,False,PeriodIndex,True,PeriodIndex,True
2023-09,2023-09-01,2023Q3,3,50,776,1,-35922.901573610965,36,2e-06,100,1.9286044728393366e-06,"[-35951.678263346315, -35932.42277828419, -35930.675504783925, -35929.61225530422, -35928.84479859094, -35928.24252466137, -35927.746024256296, -35927.32333622436, -35926.95528483114, -35926.62944362982, -35926.33728326147, -35926.07268233045, -35925.831088615894, -35925.60901741374, -35925.40373652805, -35925.21306028677, -35925.03521014843, -35924.8687175534, -35924.71235446482, -35924.56508258447, -35924.42601548368, -35924.29438986725, -35924.16954342569, -35924.05089752521, -35923.937943508034, -35923.83023172608, -35923.72736267165, -35923.62897973643, -35923.53476324887, -35923.4444255251, -35923.357706731455, -35923.27437140193, -35923.19420548875, -35923.117013849966, -35923.04261809775, -35922.970854746425, -35922.901573610965]",True,2023-08,False,PeriodIndex,True,PeriodIndex,True
2023-10,2023-10-01,2023Q4,1,50,777,1,-35975.94349595888,36,2e-06,100,1.9243580996335217e-06,"[-36004.372497713644, -35985.40650217364, -35983.68178481314, -35982.628741009976, -35981.86766768057, -35981.26967076093, -35980.77612898291, -35980.35554953956, -35979.989050166696, -35979.66439030922, -35979.373159022085, -35979.10931093926, -35978.86834323534, -35978.6468038165, -35978.4419824543, -35978.251708632415, -35978.07421454901, -35977.9080394741, -35977.7519612456, -35977.60494609711, -35977.466111186695, -35977.33469612368, -35977.210040997845, -35977.09156919123, -35976.97877376393, -35976.871206549346, -35976.76846933027, -35976.670206631854, -35976.57609978509, -35976.48586199827, -35976.39923423572, -35976.31598174831, -35976.23589113482, -35976.15876783837, -35976.084434002165, -35976.012726623754, -35975.94349595888]",True,2023-09,False,PeriodIndex,True,PeriodIndex,True
2023-11,2023-11-01,2023Q4,2,50,778,1,-36024.88804387073,36,2e-06,100,1.9216399269413057e-06,"[-36053.26015910867, -36034.32075745779, -36032.614327667005, -36031.568976093855, -36030.81130072924, -36030.21478814403, -36029.721843393614, -36029.30144715483, -36028.934942144406, -36028.6101956913, -36028.31884822789, -36028.05487824182, -36027.81379338594, -36027.59214563818, -36027.38722586724, -36027.19686335391, -36027.01928959375, -36026.85304302323, -36026.69690067352, -36026.549828056566, -36026.41094170645, -36026.279480700076, -36026.15478467371, -36026.03627662123, -36025.923449267786, -36025.81585415475, -36025.71309280741, -36025.61480952152, -36025.52068542155, -36025.43043352819, -36025.34379463388, -36025.26053383091, -36025.18043757077, -36025.10331115915, -36025.02897661031, -36024.95727080047, -36024.88804387073]",True,2023-10,False,PeriodIndex,True,PeriodIndex,True
2023-12,2023-12-01,2023Q4,3,50,779,1,-36081.06856977995,36,2e-06,100,1.9186305928645582e-06,"[-36109.48971181246, -36090.502748664985, -36088.79616499286, -36087.75089642685, -36086.99316508617, -36086.396551411795, -36085.903489696495, -36085.48297241567, -36085.11634867631, -36084.791489580995, -36084.500037706406, -36084.23597260103, -36083.994802259724, -36083.773078536586, -36083.56809188573, -36083.37767100239, -36083.20004670685, -36083.03375672456, -36082.87757737553, -36082.73047348281, -36082.591560927656, -36082.46007817777, -36082.33536430748, -36082.216841796806, -36082.104002904205, -36081.996398749514, -36081.893630479004, -36081.79534204886, -36081.7012142804, -36081.61095992436, -36081.52431953343, -36081.441057987555, -36081.36096155054, -36081.283835362556, -36081.209501292324, -36081.13779608834, -36081.06856977995]",True,2023-11,False,PeriodIndex,True,PeriodIndex,True
2024-01,2024-01-01,2024Q1,1,50,780,1,-36125.48157924501,36,2e-06,100,1.926516315735002e-06,"[-36154.03548900173, -36134.95101563551, -36133.2362273029, -36132.187125473254, -36131.42702010045, -36130.82864402097, -36130.334149459784, -36129.91240818906, -36129.54470630949, -36129.21887727696, -36128.926539093685, -36128.66165428479, -36128.419718546524, -36128.19727456536, -36127.991605793526, -36127.800535472765, -36127.6222901064, -36127.455403955086, -36127.298650524244, -36127.15099232588, -36127.01154332497, -36126.879540385955, -36126.75432123032, -36126.63530718746, -36126.52198952962, -36126.41391852517, -36126.310694579995, -36126.211961002096, -36126.11739804153, -36126.02671794238, -36125.93966080519, -36125.85599110395, -36125.77549473595, -36125.69797650867, -36125.62325798724, -36125.551175641725, -36125.48157924501]",True,2023-12,False,PeriodIndex,True,PeriodIndex,True
2024-02,2024-02-01,2024Q1,2,50,781,1,-36205.540867838594,37,2e-06,100,1.8801470939358745e-06,"[-36234.60272725216, -36215.15781521763, -36213.41409790817, -36212.35660791409, -36211.59215768061, -36210.99115183703, -36210.49487823809, -36210.07176985608, -36209.70288286811, -36209.37593284923, -36209.08248032064, -36208.81646261366, -36208.57336718406, -36208.34973707268, -36208.14286014433, -36207.95056567696, -36207.77108655662, -36207.60296313271, -36207.4449744124, -36207.29608771615, -36207.15542111563, -36207.02221491979, -36206.89580969357, -36206.7756290766, -36206.66116618524, -36206.55197272863, -36206.44765020693, -36206.34784272644, -36206.25223108387, -36206.160527857, -36206.07247330059, -36205.98783189241, -36205.906389407945, -36205.82795042876, -36205.752336208396, -36205.679382835464, -36205.60893964503, -36205.540867838594]",True,2024-01,False,PeriodIndex,True,PeriodIndex,True
2024-03,2024-03-01,2024Q1,3,50,782,1,-36270.70700837434,36,2e-06,100,1.9048342647783993e-06,"[-36299.459473574156, -36280.163393853065, -36278.44295973153, -36277.39207021716, -36276.63152480409, -36276.03336328114, -36275.53940908711, -36275.11836988173, -36274.751446941154, -36274.426428885454, -36274.13490984439, -36273.87083977617, -36273.629708011315, -36273.40805428618, -36273.20316096268, -36273.01285117089, -36272.83535177976, -36272.669197609765, -36272.51316276436, -36272.366210309905, -36272.22745468378, -36272.09613312738, -36271.97158364431, -36271.85322775917, -36271.74055686404, -36271.63312128413, -36271.53052143173, -36271.43240058224, -36271.33843892452, -36271.24834862166, -36271.161869681215, -36271.07876647856, -36270.99882481196, -36270.92184939372, -36270.847661700966, -36270.77609812566, -36270.70700837434]",True,2024-02,False,PeriodIndex,True,PeriodIndex,True
