state_period,global,demand,financial,housing,labor,prices,real_activity,vintage_period,target_quarter,state_kind
2012-08,-0.7668683195399496,-0.07898182796149601,0.0797974122815041,-1.3606734889441574,0.45634116338955,2.3711931038532748,-0.8762415466933285,2012-09,2012Q3,current_smoothed
2012-07,0.102109426087523,0.5339443986170244,-0.25797274414312726,-1.8531140256514311,0.11307070545334219,0.08674465208694468,0.2770792541324524,2012-09,2012Q3,previous_vintage_smoothed
2012-09,-0.2271054059655066,0.5521358966895438,-0.08811339967012458,-1.1492620183424163,0.2626178117736032,-0.18657868638379976,0.14795119643658544,2012-10,2012Q4,current_smoothed
2012-08,-0.7668683195399496,-0.07898182796149601,0.0797974122815041,-1.3606734889441574,0.45634116338955,2.3711931038532748,-0.8762415466933285,2012-10,2012Q4,previous_vintage_smoothed
2012-10,-0.4919697794054137,-0.487321134027049,-0.1499018300627704,-0.9603763950601449,0.5727430921733514,-1.7714174331219323,-1.4446242702488534,2012-11,2012Q4,current_smoothed
2012-09,-0.2271054059655066,0.5521358966895438,-0.08811339967012458,-1.1492620183424163,0.2626178117736032,-0.18657868638379976,0.14795119643658544,2012-11,2012Q4,previous_vintage_smoothed
2012-11,0.010035903030260841,0.14223567506652748,-0.15410605341177178,-1.3276125519582147,0.3774491044660338,-1.9684925605191248,1.5629557698449574,2012-12,2012Q4,current_smoothed
2012-10,-0.4919697794054137,-0.487321134027049,-0.1499018300627704,-0.9603763950601449,0.5727430921733514,-1.7714174331219323,-1.4446242702488534,2012-12,2012Q4,previous_vintage_smoothed
2012-12,1.6037555835969117,-0.43944938442969234,-0.22989910484244452,-1.8386388679203762,-0.9038544762298143,1.1367636943167994,-0.8991340836334649,2013-01,2013Q1,current_smoothed
2012-11,0.010035903030260841,0.14223567506652748,-0.15410605341177178,-1.3276125519582147,0.3774491044660338,-1.9684925605191248,1.5629557698449574,2013-01,2013Q1,previous_vintage_smoothed
2013-01,0.07622931692704703,-0.34806636828563026,-0.03085865663408617,-1.2664551131933905,-0.13218636718745816,0.040678165780132274,-1.3083358006705137,2013-02,2013Q1,current_smoothed
2012-12,1.6037555835969117,-0.43944938442969234,-0.22989910484244452,-1.8386388679203762,-0.9038544762298143,1.1367636943167994,-0.8991340836334649,2013-02,2013Q1,previous_vintage_smoothed
2013-02,-0.06989666985580777,0.46945346719732073,0.3022427726022962,-1.1213285005802236,0.6168477599035516,2.602195478816086,0.7996069330532011,2013-03,2013Q1,current_smoothed
2013-01,0.07622931692704703,-0.34806636828563026,-0.03085865663408617,-1.2664551131933905,-0.13218636718745816,0.040678165780132274,-1.3083358006705137,2013-03,2013Q1,previous_vintage_smoothed
2013-03,-0.25011277743297117,-0.4037191468735698,0.20885047372632642,-0.7208787349142984,0.4057756302183274,-3.432185829217517,-0.3475499209847662,2013-04,2013Q2,current_smoothed
2013-02,-0.06989666985580777,0.46945346719732073,0.3022427726022962,-1.1213285005802236,0.6168477599035516,2.602195478816086,0.7996069330532011,2013-04,2013Q2,previous_vintage_smoothed
2013-04,-0.6321462762472079,-0.13406903850267243,-0.21503734161406451,-1.035522561722595,0.6940681648023292,-0.8387584049827137,-0.3963480096766477,2013-05,2013Q2,current_smoothed
2013-03,-0.25011277743297117,-0.4037191468735698,0.20885047372632642,-0.7208787349142984,0.4057756302183274,-3.432185829217517,-0.3475499209847662,2013-05,2013Q2,previous_vintage_smoothed
2013-05,-0.18572190902051916,0.16550093759423043,0.20630104742760344,-0.9929616507522471,0.3330364095843446,2.1950015759479236,0.019566048397301545,2013-06,2013Q2,current_smoothed
2013-04,-0.6321462762472079,-0.13406903850267243,-0.21503734161406451,-1.035522561722595,0.6940681648023292,-0.8387584049827137,-0.3963480096766477,2013-06,2013Q2,previous_vintage_smoothed
2013-06,-0.04607603850057154,-0.05764964642105115,0.6873225559058608,-1.340104796048903,0.3033400969860531,1.4954174448760893,0.10570323302244272,2013-07,2013Q3,current_smoothed
2013-05,-0.18572190902051916,0.16550093759423043,0.20630104742760344,-0.9929616507522471,0.3330364095843446,2.1950015759479236,0.019566048397301545,2013-07,2013Q3,previous_vintage_smoothed
2013-07,-0.26083356819329007,-0.3732011490572987,0.6208055111262044,-1.0021271438192918,0.39258548691876866,-1.43107396042782,-0.3178304964699503,2013-08,2013Q3,current_smoothed
2013-06,-0.04607603850057154,-0.05764964642105115,0.6873225559058608,-1.340104796048903,0.3033400969860531,1.4954174448760893,0.10570323302244272,2013-08,2013Q3,previous_vintage_smoothed
2013-08,0.04026736584106709,-0.46087080263586305,0.3275437298184197,-1.1610567411150494,0.07438005136761877,-0.20080657847108568,0.7298408254338087,2013-09,2013Q3,current_smoothed
2013-07,-0.26083356819329007,-0.3732011490572987,0.6208055111262044,-1.0021271438192918,0.39258548691876866,-1.43107396042782,-0.3178304964699503,2013-09,2013Q3,previous_vintage_smoothed
2013-09,0.17440198833644838,-0.30798919629963306,0.16036841596162552,-1.1194554860019683,-0.1972881452579073,0.1948616469344307,-0.37603731354891573,2013-10,2013Q4,current_smoothed
2013-08,0.04026736584106709,-0.46087080263586305,0.3275437298184197,-1.1610567411150494,0.07438005136761877,-0.20080657847108568,0.7298408254338087,2013-10,2013Q4,previous_vintage_smoothed
2013-10,-0.10216057891079265,-0.026348191768014215,-0.18154710074673297,-0.7772387096166684,0.5208763341169292,-0.9156678396636769,0.2316539966666685,2013-11,2013Q4,current_smoothed
2013-09,0.17440198833644838,-0.30798919629963306,0.16036841596162552,-1.1194554860019683,-0.1972881452579073,0.1948616469344307,-0.37603731354891573,2013-11,2013Q4,previous_vintage_smoothed
2013-11,0.5329636013829282,0.20392395118157025,0.014106604149333854,-0.7288655067118648,0.10314911263644054,0.2887623060801676,0.13455786524788224,2013-12,2013Q4,current_smoothed
2013-10,-0.10216057891079265,-0.026348191768014215,-0.18154710074673297,-0.7772387096166684,0.5208763341169292,-0.9156678396636769,0.2316539966666685,2013-12,2013Q4,previous_vintage_smoothed
2013-12,-0.16841539083413035,-0.2971091436558963,0.06106452852554216,-0.7029496938535418,0.43433440702991505,1.231258175888804,0.5974500926227062,2014-01,2014Q1,current_smoothed
2013-11,0.5329636013829282,0.20392395118157025,0.014106604149333854,-0.7288655067118648,0.10314911263644054,0.2887623060801676,0.13455786524788224,2014-01,2014Q1,previous_vintage_smoothed
2014-01,-0.8905306112471404,-0.4734925980292273,-0.11868661281242747,-0.7648608132802133,0.8597117969513932,-0.5465737222936062,-0.9141298890138929,2014-02,2014Q1,current_smoothed
2013-12,-0.16841539083413035,-0.2971091436558963,0.06106452852554216,-0.7029496938535418,0.43433440702991505,1.231258175888804,0.5974500926227062,2014-02,2014Q1,previous_vintage_smoothed
2014-02,-0.32086301699510256,0.04653605069386287,-0.09071079504665083,-0.9072225064364895,0.3270238343298315,-0.10158626642466158,1.5905459653180718,2014-03,2014Q1,current_smoothed
2014-01,-0.8905306112471404,-0.4734925980292273,-0.11868661281242747,-0.7648608132802133,0.8597117969513932,-0.5465737222936062,-0.9141298890138929,2014-03,2014Q1,previous_vintage_smoothed
2014-03,0.44560206676328457,0.3804040863250344,-0.21764164495828764,-1.165857921281779,0.18684484648108482,0.17211157170204136,0.03090398578965679,2014-04,2014Q2,current_smoothed
2014-02,-0.32086301699510256,0.04653605069386287,-0.09071079504665083,-0.9072225064364895,0.3270238343298315,-0.10158626642466158,1.5905459653180718,2014-04,2014Q2,previous_vintage_smoothed
2014-04,0.3589063289169962,-0.5901751044539062,-0.4226250468092984,-0.7346261636221519,0.3876808858667534,0.43912818453317626,-1.5965711557198659,2014-05,2014Q2,current_smoothed
2014-03,0.44560206676328457,0.3804040863250344,-0.21764164495828764,-1.165857921281779,0.18684484648108482,0.17211157170204136,0.03090398578965679,2014-05,2014Q2,previous_vintage_smoothed
2014-05,0.19372700587829447,-0.4799153217595151,-0.543228046965556,-0.885197839245386,0.34363020921675663,0.0767180236884488,0.4197368059300631,2014-06,2014Q2,current_smoothed
2014-04,0.3589063289169962,-0.5901751044539062,-0.4226250468092984,-0.7346261636221519,0.3876808858667534,0.43912818453317626,-1.5965711557198659,2014-06,2014Q2,previous_vintage_smoothed
2014-06,0.10469235239219897,-0.17566237857383285,-0.224426265598515,-1.1960447663177498,0.6199363037038922,-0.025595420295217167,-0.3287421537896077,2014-07,2014Q3,current_smoothed
2014-05,0.19372700587829447,-0.4799153217595151,-0.543228046965556,-0.885197839245386,0.34363020921675663,0.0767180236884488,0.4197368059300631,2014-07,2014Q3,previous_vintage_smoothed
2014-07,0.953422608451235,-0.5615900484844029,-0.4626947889186077,-1.0082391734286376,-0.06094983767807493,-0.8863060356797018,0.19881976029618806,2014-08,2014Q3,current_smoothed
2014-06,0.10469235239219897,-0.17566237857383285,-0.224426265598515,-1.1960447663177498,0.6199363037038922,-0.025595420295217167,-0.3287421537896077,2014-08,2014Q3,previous_vintage_smoothed
2014-08,-0.34667776324897404,0.05421596656014726,-0.2602932612051594,-0.7745215152380754,0.43636844623265547,-1.107545643265063,-0.8053763443832834,2014-09,2014Q3,current_smoothed
2014-07,0.953422608451235,-0.5615900484844029,-0.4626947889186077,-1.0082391734286376,-0.06094983767807493,-0.8863060356797018,0.19881976029618806,2014-09,2014Q3,previous_vintage_smoothed
2014-09,-0.17820830038142427,-1.077941753471304,0.13432552104668688,-0.6620007173378576,0.65493410178278,1.0420492550448504,0.6199232223906422,2014-10,2014Q4,current_smoothed
2014-08,-0.34667776324897404,0.05421596656014726,-0.2602932612051594,-0.7745215152380754,0.43636844623265547,-1.107545643265063,-0.8053763443832834,2014-10,2014Q4,previous_vintage_smoothed
2014-10,-0.104353712316681,-0.194572765774913,-0.1915054913165847,-0.699397322623913,0.4251001736475689,-0.3254698444763611,-0.05129070448873822,2014-11,2014Q4,current_smoothed
2014-09,-0.17820830038142427,-1.077941753471304,0.13432552104668688,-0.6620007173378576,0.65493410178278,1.0420492550448504,0.6199232223906422,2014-11,2014Q4,previous_vintage_smoothed
2014-11,0.37586987358300955,0.3349295356042083,0.060181227578748483,-0.9032711733777137,0.44481259719564614,-1.2373604646659437,1.2041670835938603,2014-12,2014Q4,current_smoothed
2014-10,-0.104353712316681,-0.194572765774913,-0.1915054913165847,-0.699397322623913,0.4251001736475689,-0.3254698444763611,-0.05129070448873822,2014-12,2014Q4,previous_vintage_smoothed
2014-12,0.21288929201411774,-0.998351719483408,-0.06054392046196448,-0.6813592022873497,0.6467976815188702,-0.5496729607950028,-0.20655437427122772,2015-01,2015Q1,current_smoothed
2014-11,0.37586987358300955,0.3349295356042083,0.060181227578748483,-0.9032711733777137,0.44481259719564614,-1.2373604646659437,1.2041670835938603,2015-01,2015Q1,previous_vintage_smoothed
2015-01,-0.19421610877111617,-0.5931202938872027,-0.34509211715117466,-0.5349277254215544,1.0807843327055728,-1.576855858287622,0.09863415235432849,2015-02,2015Q1,current_smoothed
2014-12,0.21288929201411774,-0.998351719483408,-0.06054392046196448,-0.6813592022873497,0.6467976815188702,-0.5496729607950028,-0.20655437427122772,2015-02,2015Q1,previous_vintage_smoothed
2015-02,-0.8429499551881868,-0.38506747354482,0.1551472056316547,-0.6742506731860416,1.2914188743433328,4.080721136986752,0.10280452819313904,2015-03,2015Q1,current_smoothed
2015-01,-0.19421610877111617,-0.5931202938872027,-0.34509211715117466,-0.5349277254215544,1.0807843327055728,-1.576855858287622,0.09863415235432849,2015-03,2015Q1,previous_vintage_smoothed
2015-03,-0.35515076311207944,0.26807866131064056,0.2850385091416314,-0.7804167443194374,0.8191013741253159,0.18348982045809809,0.14289883862135924,2015-04,2015Q2,current_smoothed
2015-02,-0.8429499551881868,-0.38506747354482,0.1551472056316547,-0.6742506731860416,1.2914188743433328,4.080721136986752,0.10280452819313904,2015-04,2015Q2,previous_vintage_smoothed
2015-04,0.07645019258974926,-0.18868075449764748,-0.030565877337822022,-0.3534874217232175,0.5070504440201874,-0.7815727021909743,-0.5447629788380889,2015-05,2015Q2,current_smoothed
2015-03,-0.35515076311207944,0.26807866131064056,0.2850385091416314,-0.7804167443194374,0.8191013741253159,0.18348982045809809,0.14289883862135924,2015-05,2015Q2,previous_vintage_smoothed
2015-05,-0.3297009241621269,0.5175662533268907,0.5546087293420316,-0.3912656965181835,0.6572074782911824,1.7041815688637925,-0.4293892254483401,2015-06,2015Q2,current_smoothed
2015-04,0.07645019258974926,-0.18868075449764748,-0.030565877337822022,-0.3534874217232175,0.5070504440201874,-0.7815727021909743,-0.5447629788380889,2015-06,2015Q2,previous_vintage_smoothed
2015-06,-0.06874754014469696,-0.2945739073665676,0.5896176397294604,-0.09840312313933731,0.8219860329720309,-0.7013169737071958,-0.5284180562079894,2015-07,2015Q3,current_smoothed
2015-05,-0.3297009241621269,0.5175662533268907,0.5546087293420316,-0.3912656965181835,0.6572074782911824,1.7041815688637925,-0.4293892254483401,2015-07,2015Q3,previous_vintage_smoothed
2015-07,0.1520926883979377,0.10408160902949899,0.34224989887067886,-0.20448827133820388,0.47977685903510897,-0.8661475613766079,0.930453072712312,2015-08,2015Q3,current_smoothed
2015-06,-0.06874754014469696,-0.2945739073665676,0.5896176397294604,-0.09840312313933731,0.8219860329720309,-0.7013169737071958,-0.5284180562079894,2015-08,2015Q3,previous_vintage_smoothed
2015-08,-0.37391881097121793,0.1092995730563318,0.17389150686431157,-0.1533373154928147,0.49653821976289847,-0.78798446067577,-0.8998865313328099,2015-09,2015Q3,current_smoothed
2015-07,0.1520926883979377,0.10408160902949899,0.34224989887067886,-0.20448827133820388,0.47977685903510897,-0.8661475613766079,0.930453072712312,2015-09,2015Q3,previous_vintage_smoothed
2015-09,-0.44538553902768313,-0.10598655734096694,0.31035283358544785,0.03239414389570482,0.45452176659553833,-0.40453279030930434,-0.1480533195670592,2015-10,2015Q4,current_smoothed
2015-08,-0.37391881097121793,0.1092995730563318,0.17389150686431157,-0.1533373154928147,0.49653821976289847,-0.78798446067577,-0.8998865313328099,2015-10,2015Q4,previous_vintage_smoothed
2015-10,0.050417318394030755,-0.3446564057515084,0.018005086541240656,-0.6041151532234841,0.07563584810575424,1.3710609085442969,0.1929603526503473,2015-11,2015Q4,current_smoothed
2015-09,-0.44538553902768313,-0.10598655734096694,0.31035283358544785,0.03239414389570482,0.45452176659553833,-0.40453279030930434,-0.1480533195670592,2015-11,2015Q4,previous_vintage_smoothed
2015-11,0.052103267290847785,-0.0788956484175368,0.42550305473853467,-0.2378814417081019,0.17172665811390922,-0.5326301846282349,-0.44819432376426444,2015-12,2015Q4,current_smoothed
2015-10,0.050417318394030755,-0.3446564057515084,0.018005086541240656,-0.6041151532234841,0.07563584810575424,1.3710609085442969,0.1929603526503473,2015-12,2015Q4,previous_vintage_smoothed
2015-12,-0.2692423416978648,-0.5651162786900867,0.3708325001108306,-0.15296174578751687,0.6940192113902108,-0.6395413742973678,-0.28434193673224706,2016-01,2016Q1,current_smoothed
2015-11,0.052103267290847785,-0.0788956484175368,0.42550305473853467,-0.2378814417081019,0.17172665811390922,-0.5326301846282349,-0.44819432376426444,2016-01,2016Q1,previous_vintage_smoothed
2016-01,-0.1889730915289091,0.2068609770487757,0.2956753066777337,-0.31386393623640113,0.6915472335684726,0.6421414554483124,0.6843173501473917,2016-02,2016Q1,current_smoothed
2015-12,-0.2692423416978648,-0.5651162786900867,0.3708325001108306,-0.15296174578751687,0.6940192113902108,-0.6395413742973678,-0.28434193673224706,2016-02,2016Q1,previous_vintage_smoothed
2016-02,-0.02548179600572669,-0.3583432434352312,-0.07365643896401167,-0.19797207929759178,0.22116357048725918,-0.9412420740805938,-0.13791709580314812,2016-03,2016Q1,current_smoothed
2016-01,-0.1889730915289091,0.2068609770487757,0.2956753066777337,-0.31386393623640113,0.6915472335684726,0.6421414554483124,0.6843173501473917,2016-03,2016Q1,previous_vintage_smoothed
2016-03,-0.4627373548606514,-0.4879018189202548,-0.1392162782280556,-0.28430999603735124,0.3307033497716504,1.32199017967476,-0.4035784543734185,2016-04,2016Q2,current_smoothed
2016-02,-0.02548179600572669,-0.3583432434352312,-0.07365643896401167,-0.19797207929759178,0.22116357048725918,-0.9412420740805938,-0.13791709580314812,2016-04,2016Q2,previous_vintage_smoothed
2016-04,-0.04077827413883872,0.7050015206311891,-0.5676648191039335,-0.3074850392959504,0.27839159682403725,1.2657589261948803,0.20330524826058005,2016-05,2016Q2,current_smoothed
2016-03,-0.4627373548606514,-0.4879018189202548,-0.1392162782280556,-0.28430999603735124,0.3307033497716504,1.32199017967476,-0.4035784543734185,2016-05,2016Q2,previous_vintage_smoothed
2016-05,-0.5481445000688349,0.16917268048103837,-0.20847173488776105,-0.09266970753901703,0.5023782596901996,-0.7482235933577362,-0.5399773753565584,2016-06,2016Q2,current_smoothed
2016-04,-0.04077827413883872,0.7050015206311891,-0.5676648191039335,-0.3074850392959504,0.27839159682403725,1.2657589261948803,0.20330524826058005,2016-06,2016Q2,previous_vintage_smoothed
2016-06,-0.3816374343858833,-0.005567679769599556,-0.2936894865278278,-0.11335459555083069,0.39146041621993,0.05493089332284963,0.7823963221558098,2016-07,2016Q3,current_smoothed
2016-05,-0.5481445000688349,0.16917268048103837,-0.20847173488776105,-0.09266970753901703,0.5023782596901996,-0.7482235933577362,-0.5399773753565584,2016-07,2016Q3,previous_vintage_smoothed
2016-07,0.2429017702979013,-0.22338896299734803,-0.48286611069208185,-0.3965317438708172,0.21662321921849587,-1.1117462465607049,0.32337964914500467,2016-08,2016Q3,current_smoothed
2016-06,-0.3816374343858833,-0.005567679769599556,-0.2936894865278278,-0.11335459555083069,0.39146041621993,0.05493089332284963,0.7823963221558098,2016-08,2016Q3,previous_vintage_smoothed
2016-08,-0.46637499503135804,-0.49291898572336323,-0.12252759943133004,-0.23154954318620663,0.3913893529119458,0.9110992204367153,-0.7143084584843529,2016-09,2016Q3,current_smoothed
2016-07,0.2429017702979013,-0.22338896299734803,-0.48286611069208185,-0.3965317438708172,0.21662321921849587,-1.1117462465607049,0.32337964914500467,2016-09,2016Q3,previous_vintage_smoothed
2016-09,-0.617715954222291,0.21305041942596242,0.15997419989874373,-0.34707723370647026,0.2753329409970154,0.5942151714339511,0.6193609671763657,2016-10,2016Q4,current_smoothed
2016-08,-0.46637499503135804,-0.49291898572336323,-0.12252759943133004,-0.23154954318620663,0.3913893529119458,0.9110992204367153,-0.7143084584843529,2016-10,2016Q4,previous_vintage_smoothed
2016-10,0.3589802906061957,-0.010013058032700792,0.2796594718283811,-0.10749488240024181,-0.0035442077279226034,0.2696773540681331,-0.48866744774218407,2016-11,2016Q4,current_smoothed
2016-09,-0.617715954222291,0.21305041942596242,0.15997419989874373,-0.34707723370647026,0.2753329409970154,0.5942151714339511,0.6193609671763657,2016-11,2016Q4,previous_vintage_smoothed
2016-11,-0.43989357505899535,-0.3529803736123492,0.814270076405797,-0.29398547220956994,0.29654161242865434,-0.8997770404341207,-0.031209815832335747,2016-12,2016Q4,current_smoothed
2016-10,0.3589802906061957,-0.010013058032700792,0.2796594718283811,-0.10749488240024181,-0.0035442077279226034,0.2696773540681331,-0.48866744774218407,2016-12,2016Q4,previous_vintage_smoothed
2016-12,-0.2558894076386974,0.2632477264336803,0.8475663774813538,-0.01032095457298,0.49096537089058917,0.5414091848642214,0.18252277544963977,2017-01,2017Q1,current_smoothed
2016-11,-0.43989357505899535,-0.3529803736123492,0.814270076405797,-0.29398547220956994,0.29654161242865434,-0.8997770404341207,-0.031209815832335747,2017-01,2017Q1,previous_vintage_smoothed
2017-01,0.017491641185185727,-0.1799281644885425,0.1924298304529742,-0.12080461756956047,0.1875156515991584,1.2079870739119016,-0.12032067218749758,2017-02,2017Q1,current_smoothed
2016-12,-0.2558894076386974,0.2632477264336803,0.8475663774813538,-0.01032095457298,0.49096537089058917,0.5414091848642214,0.18252277544963977,2017-02,2017Q1,previous_vintage_smoothed
2017-02,0.30968532654514114,-0.4247526429317333,0.06083544506529502,-0.18501523741603199,0.24032402480835025,-1.9562021643295167,0.15133785117537485,2017-03,2017Q1,current_smoothed
2017-01,0.017491641185185727,-0.1799281644885425,0.1924298304529742,-0.12080461756956047,0.1875156515991584,1.2079870739119016,-0.12032067218749758,2017-03,2017Q1,previous_vintage_smoothed
2017-03,-0.4932552289281794,-0.2700571528237248,0.43793562275567005,0.046039522821929975,0.4902143364169115,-1.4905063444484337,-0.5347236442968425,2017-04,2017Q2,current_smoothed
2017-02,0.30968532654514114,-0.4247526429317333,0.06083544506529502,-0.18501523741603199,0.24032402480835025,-1.9562021643295167,0.15133785117537485,2017-04,2017Q2,previous_vintage_smoothed
2017-04,0.01483464476244906,-0.05821645793773155,0.15151026766828846,-0.2653781110740172,0.341734846510138,1.972757613613627,1.42909145860699,2017-05,2017Q2,current_smoothed
2017-03,-0.4932552289281794,-0.2700571528237248,0.43793562275567005,0.046039522821929975,0.4902143364169115,-1.4905063444484337,-0.5347236442968425,2017-05,2017Q2,previous_vintage_smoothed
2017-05,-0.3744358536229611,-0.38126829170219007,0.20236027436175236,-0.2739618472133918,0.28603874843801563,-1.367580637027572,-0.6625713593934769,2017-06,2017Q2,current_smoothed
2017-04,0.01483464476244906,-0.05821645793773155,0.15151026766828846,-0.2653781110740172,0.341734846510138,1.972757613613627,1.42909145860699,2017-06,2017Q2,previous_vintage_smoothed
2017-06,0.08643555059615435,-0.17824367668039373,-0.0053081898326392835,-0.1667142176719,0.1624824732257379,0.5315919431949871,-0.1826275614097314,2017-07,2017Q3,current_smoothed
2017-05,-0.3744358536229611,-0.38126829170219007,0.20236027436175236,-0.2739618472133918,0.28603874843801563,-1.367580637027572,-0.6625713593934769,2017-07,2017Q3,previous_vintage_smoothed
2017-07,-0.2975443722865688,0.08946027092278801,0.23569294078833866,-0.12521204869003835,0.5476304359154394,0.4916957508553851,-0.20076630371306214,2017-08,2017Q3,current_smoothed
2017-06,0.08643555059615435,-0.17824367668039373,-0.0053081898326392835,-0.1667142176719,0.1624824732257379,0.5315919431949871,-0.1826275614097314,2017-08,2017Q3,previous_vintage_smoothed
2017-08,-0.3719283490298856,-0.5955087122874955,-0.020829811980099974,-0.008588572367662022,0.7613350911709432,1.1207025177364045,-0.5379886116903292,2017-09,2017Q3,current_smoothed
2017-07,-0.2975443722865688,0.08946027092278801,0.23569294078833866,-0.12521204869003835,0.5476304359154394,0.4916957508553851,-0.20076630371306214,2017-09,2017Q3,previous_vintage_smoothed
2017-09,-0.626281835308695,1.0213297456298829,0.122198090345216,-0.011824507767328714,0.3517278012297462,0.8600028358080639,0.5011765833524902,2017-10,2017Q4,current_smoothed
2017-08,-0.3719283490298856,-0.5955087122874955,-0.020829811980099974,-0.008588572367662022,0.7613350911709432,1.1207025177364045,-0.5379886116903292,2017-10,2017Q4,previous_vintage_smoothed
2017-10,0.6966696100958683,-0.45814631322842214,0.11295064639125656,-0.24017312786117007,-0.23590666095142923,-1.9447161676375024,1.1277215431194223,2017-11,2017Q4,current_smoothed
2017-09,-0.626281835308695,1.0213297456298829,0.122198090345216,-0.011824507767328714,0.3517278012297462,0.8600028358080639,0.5011765833524902,2017-11,2017Q4,previous_vintage_smoothed
2017-11,0.29154431906133504,0.10141406264961117,0.023662059946093206,-0.01969623729920558,0.12495522889597772,1.1862872433304046,-0.41638003939079965,2017-12,2017Q4,current_smoothed
2017-10,0.6966696100958683,-0.45814631322842214,0.11295064639125656,-0.24017312786117007,-0.23590666095142923,-1.9447161676375024,1.1277215431194223,2017-12,2017Q4,previous_vintage_smoothed
2017-12,-0.10598316736127733,0.024172018274251913,0.13480731885958086,-0.0804701445474136,0.39276491384195744,-1.153176312979553,-0.115518828218627,2018-01,2018Q1,current_smoothed
2017-11,0.29154431906133504,0.10141406264961117,0.023662059946093206,-0.01969623729920558,0.12495522889597772,1.1862872433304046,-0.41638003939079965,2018-01,2018Q1,previous_vintage_smoothed
2018-01,-0.028605113835524963,-0.46403403957362954,0.2869674076138391,0.22902916831544623,0.2818074137349558,1.4960459724501678,-0.36589160594225395,2018-02,2018Q1,current_smoothed
2017-12,-0.10598316736127733,0.024172018274251913,0.13480731885958086,-0.0804701445474136,0.39276491384195744,-1.153176312979553,-0.115518828218627,2018-02,2018Q1,previous_vintage_smoothed
2018-02,0.4906214295376437,-0.5311211191472199,0.5679814151979068,-0.254115736271792,0.5753326725263662,-1.6713526657682993,1.3819310183842894,2018-03,2018Q1,current_smoothed
2018-01,-0.028605113835524963,-0.46403403957362954,0.2869674076138391,0.22902916831544623,0.2818074137349558,1.4960459724501678,-0.36589160594225395,2018-03,2018Q1,previous_vintage_smoothed
2018-03,0.19043990476226827,0.14304501784112747,0.5598208154019909,0.08930829850326738,0.227242936393294,-0.8679924659267682,-0.4870753120971201,2018-04,2018Q2,current_smoothed
2018-02,0.4906214295376437,-0.5311211191472199,0.5679814151979068,-0.254115736271792,0.5753326725263662,-1.6713526657682993,1.3819310183842894,2018-04,2018Q2,previous_vintage_smoothed
2018-04,0.012210108118537226,-0.1506512354891081,0.5616714375100614,0.1247900232713773,0.4843545408686453,1.2432939267492344,0.4884180696181424,2018-05,2018Q2,current_smoothed
2018-03,0.19043990476226827,0.14304501784112747,0.5598208154019909,0.08930829850326738,0.227242936393294,-0.8679924659267682,-0.4870753120971201,2018-05,2018Q2,previous_vintage_smoothed
2018-05,-0.26400838532747223,-0.04522473538596007,0.7391103247984807,0.3698279097322065,0.7849008642749252,-0.007568310672306207,-1.3488153087032344,2018-06,2018Q2,current_smoothed
2018-04,0.012210108118537226,-0.1506512354891081,0.5616714375100614,0.1247900232713773,0.4843545408686453,1.2432939267492344,0.4884180696181424,2018-06,2018Q2,previous_vintage_smoothed
2018-06,-0.22293944320526082,0.13214579929870504,0.5142655048713434,-0.07720068138086482,0.7659281913951654,-0.4033480825518259,1.306914684808572,2018-07,2018Q3,current_smoothed
2018-05,-0.26400838532747223,-0.04522473538596007,0.7391103247984807,0.3698279097322065,0.7849008642749252,-0.007568310672306207,-1.3488153087032344,2018-07,2018Q3,previous_vintage_smoothed
2018-07,0.07780854983000514,-0.1547995451273599,0.3299206566550953,-0.19569884253293,0.2891501535284327,0.13585033066325372,0.03359405035330537,2018-08,2018Q3,current_smoothed
2018-06,-0.22293944320526082,0.13214579929870504,0.5142655048713434,-0.07720068138086482,0.7659281913951654,-0.4033480825518259,1.306914684808572,2018-08,2018Q3,previous_vintage_smoothed
2018-08,0.14107801929689917,-0.11415788479801108,0.20292350103466747,0.029549072504810106,0.011311465037807654,0.11059086417947467,-0.1063944656906749,2018-09,2018Q3,current_smoothed
2018-07,0.07780854983000514,-0.1547995451273599,0.3299206566550953,-0.19569884253293,0.2891501535284327,0.13585033066325372,0.03359405035330537,2018-09,2018Q3,previous_vintage_smoothed
2018-09,0.0858427090516675,-0.19453538329902292,0.32638315956149433,-0.15851380034634083,-0.09583928802439713,-0.5333744828139558,-0.059096887774712184,2018-10,2018Q4,current_smoothed
2018-08,0.14107801929689917,-0.11415788479801108,0.20292350103466747,0.029549072504810106,0.011311465037807654,0.11059086417947467,-0.1063944656906749,2018-10,2018Q4,previous_vintage_smoothed
2018-10,0.06570759066788984,0.08464135819237482,0.7777569783923197,-0.08853417834352709,0.3416436437646611,1.0357767610149897,0.023413037223787445,2018-11,2018Q4,current_smoothed
2018-09,0.0858427090516675,-0.19453538329902292,0.32638315956149433,-0.15851380034634083,-0.09583928802439713,-0.5333744828139558,-0.059096887774712184,2018-11,2018Q4,previous_vintage_smoothed
2018-11,-0.3144305511978925,0.16886224070532938,0.7451735081666674,0.18250581909490868,0.7078208379151754,-1.3755282312247201,-0.06009790092173742,2018-12,2018Q4,current_smoothed
2018-10,0.06570759066788984,0.08464135819237482,0.7777569783923197,-0.08853417834352709,0.3416436437646611,1.0357767610149897,0.023413037223787445,2018-12,2018Q4,previous_vintage_smoothed
