vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2022-10,2022-10-01,2022Q4,1,50,765,1,-34013.29496020361,100,"[-36931.514326385935, -35169.47554939108, -34850.40712054934, -34639.050087485455, -34482.565588210186, -34370.78424348869, -34293.83564708408, -34240.26320151467, -34200.84539381764, -34169.825079248985, -34144.07288459451, -34122.02555959875, -34102.97424944164, -34086.63486914892, -34072.88008420739, -34061.5796901564, -34052.52897790025, -34045.4440013591, -34039.99516529178, -34035.85073525709, -34032.71095774823, -34030.32574719502, -34028.49804499103, -34027.07853878935, -34025.9569343229, -34025.053007769886, -34024.30890084526, -34023.683043115074, -34023.14558435684, -34022.67505432185, -34022.25595718247, -34021.87705346907, -34021.53013822055, -34021.209173660776, -34020.90967382381, -34020.62826776255, -34020.36238920002, -34020.110055684985, -34019.86971112272, -34019.64011320831, -34019.42025270416, -34019.20929532901, -34019.00653972769, -34018.81138689983, -34018.623317813486, -34018.44187688315, -34018.26665966402, -34018.097303591196, -34017.933480929365, -34017.774893336435, -34017.62126761483, -34017.472352343044, -34017.32791516634, -34017.18774058589, -34017.051628129004, -34016.919390814604, -34016.79085385009, -34016.66585351218, -34016.54423617589, -34016.42585746434, -34016.31058149852, -34016.19828023049, -34016.088832847454, -34015.982125236, -34015.878049498584, -34015.776503515284, -34015.67739054518, -34015.580618862805, -34015.486101425544, -34015.39375556877, -34015.30350272567, -34015.215268169326, -34015.12898077488, -34015.04457279977, -34014.9619796805, -34014.88113984425, -34014.80199453425, -34014.72448764744, -34014.648565583586, -34014.57417710481, -34014.501273204696, -34014.42980698611, -34014.35973354718, -34014.291009874745, -34014.22359474459, -34014.15744862811, -34014.092533604824, -34014.02881328034, -34013.966252709346, -34013.90481832328, -34013.844477862396, -34013.78520031172, -34013.726955841004, -34013.66971574791, -34013.61345240464, -34013.5581392076, -34013.50375052969, -34013.45026167563, -34013.39764883931, -34013.34588906386, -34013.29496020361]",False,2022-09,False,PeriodIndex,True,PeriodIndex,True
2022-11,2022-11-01,2022Q4,2,50,766,1,-34050.47119885351,100,"[-36963.29160633721, -35200.65283095328, -34883.211402698624, -34673.655249283736, -34518.63436158243, -34407.709377854844, -34331.094724518, -34277.57934669229, -34238.120851328145, -34207.04033710154, -34181.235488111175, -34159.152876811466, -34140.08627055792, -34123.74853329877, -34110.00541854078, -34098.7193345368, -34089.680630764415, -34082.60367057596, -34077.15940078725, -34073.017390963476, -34069.879011788646, -34067.494842469976, -34065.66811295825, -34064.24958859758, -34063.12896582112, -34062.22598992572, -34061.4827761709, -34060.85773853207, -34060.321020958814, -34059.851154128046, -34059.432647087226, -34059.05426713874, -34058.70781666413, -34058.38726502401, -34058.088132779274, -34057.80705473105, -34057.541469542324, -34057.28939894009, -34057.04929032903, -34056.81990431998, -34056.60023410173, -34056.38944741615, -34056.186844602875, -34055.9918280913, -34055.80388006638, -34055.622545988685, -34055.44742232254, -34055.27814730189, -34055.11439390092, -34054.95586441422, -34054.80228622083, -34054.65340842583, -34054.50899915897, -34054.36884336974, -34054.23274100268, -34054.100505466515, -34053.97196233429, -34053.84694822664, -34053.72530984282, -34053.6069031123, -34053.49159244594, -34053.379250070575, -34053.26975543395, -34053.162994670165, -34053.058860116886, -34052.95724987789, -34052.85806742514, -34052.7612212359, -34052.66662446073, -34052.57419461911, -34052.48385331982, -34052.39552600349, -34052.30914170518, -34052.22463283501, -34052.14193497536, -34052.06098669283, -34051.98172936387, -34051.90410701288, -34051.82806616155, -34051.753555688694, -34051.680526699565, -34051.60893240401, -34051.538728002655, -34051.46987058052, -34051.40231900754, -34051.33603384538, -34051.27097726014, -34051.20711294052, -34051.14440602095, -34051.08282300942, -34051.022331719694, -34050.96290120746, -34050.904501710305, -34050.84710459114, -34050.79068228492, -34050.73520824828, -34050.68065691224, -34050.62700363727, -34050.57422467106, -34050.522297108415, -34050.47119885351]",False,2022-10,False,PeriodIndex,True,PeriodIndex,True
2022-12,2022-12-01,2022Q4,3,50,767,1,-34117.020938949114,100,"[-37038.70457101881, -35272.54197899916, -34952.96547376475, -34741.75984173677, -34585.66895727332, -34474.21135842533, -34397.431100995615, -34343.92549145629, -34304.53465777513, -34273.53140287909, -34247.79684823954, -34225.77072308364, -34206.7431655206, -34190.42616087015, -34176.687523891276, -34165.39387825108, -34156.34049409988, -34149.24605918383, -34143.78456261945, -34139.627260739435, -34136.476151009265, -34134.081783812595, -34132.247049467536, -34130.8222871622, -34129.69679520795, -34128.78999085244, -34128.04373566705, -34127.41625352776, -34126.877547744385, -34126.40604511365, -34125.98617759226, -34125.6066548205, -34125.25923565497, -34124.937856294346, -34124.63801180086, -34124.35631719339, -34124.090195650955, -34123.8376566714, -34123.597137910474, -34123.36739213146, -34123.147406141434, -34122.936342437395, -34122.73349700167, -34122.53826860389, -34122.35013632213, -34122.168642951816, -34121.993382648536, -34121.82399162794, -34121.660141085085, -34121.50153173453, -34121.347889542834, -34121.19896234508, -34121.05451712332, -34120.91433778555, -34120.778223327536, -34120.6459862911, -34120.51745145497, -34120.39245471032, -34120.270842085214, -34120.15246889046, -34120.03719896586, -34119.92490401042, -34119.81546298352, -34119.70876156693, -34119.60469167898, -34119.503151034376, -34119.40404274392, -34119.30727494927, -34119.21276048906, -34119.12041659263, -34119.03016459876, -34118.94192969668, -34118.855640687296, -34118.771229762584, -34118.68863230151, -34118.60778668102, -34118.52863410066, -34118.45111841972, -34118.37518600581, -34118.30078559389, -34118.22786815488, -34118.15638677313, -34118.08629653204, -34118.01755440707, -34117.95011916578, -34117.883951274125, -34117.81901280876, -34117.755267374756, -34117.692680028325, -34117.63121720438, -34117.5708466483, -34117.511537351835, -34117.45325949283, -34117.39598437831, -34117.33968439095, -34117.28433293859, -34117.229904406566, -34117.17637411271, -34117.12371826481, -34117.07191392049, -34117.020938949114]",False,2022-11,False,PeriodIndex,True,PeriodIndex,True
2023-01,2023-01-01,2023Q1,1,50,768,1,-34185.874953241255,100,"[-37104.018038454444, -35339.21661023839, -35020.80414382857, -34810.32686086104, -34654.45036125307, -34542.859341898205, -34465.872429423565, -34412.248847405484, -34372.854342096965, -34341.93255850033, -34316.33020324704, -34294.45678510281, -34275.575042890385, -34259.37379858531, -34245.706370280284, -34234.4368390703, -34225.36892322171, -34218.235825844225, -34212.726183528095, -34208.52204184355, -34205.33125736556, -34202.90627291384, -34201.04951173898, -34199.60983390735, -34198.47486719325, -34197.56254855762, -34196.813566825556, -34196.18527228177, -34195.647040722855, -34195.17685813839, -34194.75885123611, -34194.38152038865, -34194.036482163516, -34193.717576814524, -34193.42023536168, -34193.14103066625, -34192.87735871736, -34192.62721202552, -34192.38901818277, -34192.161524557014, -34191.94371567899, -34191.73475382482, -34191.53393608328, -34191.3406631609, -34191.15441656566, -34190.974741788814, -34190.80123579617, -34190.63353762893, -34190.47132125938, -34190.31429009202, -34190.162172673314, -34190.014719296676, -34189.87169927666, -34189.732898728325, -34189.5981187325, -34189.467173799174, -34189.33989056441, -34189.21610667245, -34189.09566980671, -34188.97843684201, -34188.86427309706, -34188.7530516704, -34188.644652847055, -34188.538963565436, -34188.435876936324, -34188.335291806834, -34188.23711236412, -34188.141247773754, -34188.04761184909, -34187.956122748124, -34187.86670269504, -34187.77927772375, -34187.69377744153, -34187.6101348106, -34187.52828594616, -34187.44816992917, -34187.36972863282, -34187.29290656121, -34187.21765069954, -34187.14391037445, -34187.07163712404, -34187.00078457661, -34186.93130833728, -34186.86316588227, -34186.79631645983, -34186.73072099761, -34186.66634201574, -34186.60314354548, -34186.54109105276, -34186.48015136639, -34186.42029261071, -34186.36148414205, -34186.303696489085, -34186.246901296596, -34186.19107127249, -34186.13618013786, -34186.08220257978, -34186.0291142069, -34185.97689150729, -34185.92551180876, -34185.874953241255]",False,2022-12,False,PeriodIndex,True,PeriodIndex,True
2023-02,2023-02-01,2023Q1,2,50,769,1,-34253.67880300156,100,"[-37172.92088819693, -35411.189248995084, -35094.24285320261, -34883.97737792719, -34727.41862476448, -34614.87235316223, -34537.09229536615, -34482.965423400856, -34443.29613094752, -34412.21454935726, -34386.46596551818, -34364.39211871711, -34345.230584438716, -34328.68681068222, -34314.65788926394, -34303.05533026559, -34293.714487530175, -34286.37815539458, -34280.72796443187, -34276.431696630345, -34273.18272258375, -34270.721923968376, -34268.84356270298, -34267.39110767338, -34266.24875181921, -34265.332289336715, -34264.58109215801, -34263.95171208015, -34263.413047552836, -34262.942803695, -34262.52494496401, -34262.1478800489, -34261.80317510893, -34261.4846436473, -34261.187703148156, -34260.908920063994, -34260.64568762416, -34260.39599729271, -34260.15827629046, -34259.93127176352, -34259.71396792958, -34259.50552657319, -34259.30524410317, -34259.112520383744, -34258.92683595694, -34258.747735264595, -34258.57481417579, -34258.40771061748, -34258.24609745397, -34258.08967700559, -34257.93817677131, -34257.79134604239, -34257.64895318198, -34257.510783407604, -34257.37663695749, -34257.24632755385, -34257.11968109864, -34256.996534553866, -34256.87673497038, -34256.76013863762, -34256.64661033347, -34256.53602265754, -34256.428255435225, -34256.32319518205, -34256.2207346201, -34256.12077223977, -34256.02321190111, -34255.92796247019, -34255.83493748648, -34255.74405485787, -34255.65523658047, -34255.568408480634, -34255.483499977054, -34255.400443861, -34255.31917609302, -34255.239635614584, -34255.161764173456, -34255.085506161326, -34255.01080846308, -34254.93762031625, -34254.86589318025, -34254.79558061426, -34254.72663816331, -34254.65902325176, -34254.5926950837, -34254.52761454974, -34254.463744139575, -34254.40104786015, -34254.339491158724, -34254.27904085072, -34254.21966505192, -34254.16133311456, -34254.10401556744, -34254.04768405926, -34253.992311305425, -34253.93787103775, -34253.884337957126, -34253.83168768872, -34253.77989673975, -34253.72894245949, -34253.67880300156]",False,2023-01,False,PeriodIndex,True,PeriodIndex,True
2023-03,2023-03-01,2023Q1,3,50,770,1,-34282.566579941966,100,"[-37204.860494446366, -35440.001589661304, -35121.71544972338, -34910.878883658675, -34753.88151623502, -34640.99886331243, -34563.06186151235, -34508.959320921065, -34469.44452290462, -34438.59835657812, -34413.13420248554, -34391.37191884458, -34372.52848546457, -34356.28727300168, -34342.52506760736, -34331.14044539278, -34321.96641610462, -34314.7525325444, -34309.19157904678, -34304.962215067186, -34301.76589102045, -34299.34844331958, -34297.506780691125, -34296.08570503387, -34294.97014872248, -34294.07644143539, -34293.34444531391, -34292.73119519772, -34292.2060564458, -34291.747166243076, -34291.338872273824, -34290.9699114393, -34290.63212342291, -34290.3195450231, -34290.027773288275, -34289.75351757287, -34289.494284103464, -34289.24815343622, -34289.01362305549, -34288.789495697645, -34288.57479981643, -34288.368732682124, -34288.17061945419, -34287.979883556276, -34287.79602507285, -34287.61860486005, -34287.44723274429, -34287.28155865976, -34287.12126591122, -34286.96606598424, -34286.815694490666, -34286.66990795449, -34286.52848122578, -34286.39120536944, -34286.25788591658, -34286.128341397256, -34286.00240209325, -34285.87990896641, -34285.760712727984, -34285.644673023344, -34285.53165771207, -34285.4215422278, -34285.31420900561, -34285.209546967104, -34285.10745105537, -34285.007821813255, -34284.91056499952, -34284.81559123866, -34284.72281570027, -34284.63215780504, -34284.54354095431, -34284.45689228115, -34284.37214242043, -34284.28922529647, -34284.208077926436, -34284.128640238065, -34284.050854900524, -34283.974667167146, -34283.900024729184, -34283.826877579624, -34283.755177886094, -34283.684879872366, -34283.61593970757, -34283.54831540269, -34283.481966713574, -34283.416855050236, -34283.35294339175, -34283.29019620638, -34283.22857937669, -34283.16806012909, -34283.108606967624, -34283.050189611735, -34282.992778937565, -34282.936346922696, -34282.88086659411, -34282.82631197902, -34282.772658058486, -34282.71988072364, -34282.6679567343, -34282.616863679796, -34282.566579941966]",False,2023-02,False,PeriodIndex,True,PeriodIndex,True
2023-04,2023-04-01,2023Q2,1,50,771,1,-34341.43285528972,100,"[-37268.085640389065, -35499.506410786635, -35180.473146024364, -34968.880575142044, -34811.151707826415, -34697.72472973427, -34619.55567900317, -34565.50260275525, -34526.22146584499, -34495.70580851362, -34470.60479069974, -34449.19036346009, -34430.645163914975, -34414.63414729184, -34401.03288572532, -34389.75196411569, -34380.6418241037, -34373.467854232906, -34367.933821992076, -34363.724634918035, -34360.54478434009, -34358.14141097685, -34356.31193425693, -34354.9013635359, -34353.79475632612, -34352.90856899321, -34352.18281219705, -34351.574685561005, -34351.05372272428, -34350.5982209935, -34350.192672258665, -34349.82593794684, -34349.48996188152, -34349.17886585515, -34348.88831502096, -34348.61507257025, -34348.35668688321, -34348.11127132131, -34347.87734882208, -34347.65374186696, -34347.43949426417, -34347.233815282816, -34347.03603952639, -34346.845597919935, -34346.661996570896, -34346.48480122967, -34346.31362575041, -34346.14812342472, -34345.987980391394, -34345.83291055653, -34345.682651621726, -34345.53696193243, -34345.39561793954, -34345.25841212463, -34345.12515128007, -34344.995655063874, -34344.86975477072, -34344.74729227463, -34344.628119110464, -34344.5120956686, -34344.39909048348, -34344.288979600795, -34344.181646011195, -34344.07697914084, -34343.974874391366, -34343.87523272233, -34343.77796027141, -34343.682968007575, -34343.59017141367, -34343.4994901951, -34343.41084801211, -34343.324172233, -34343.23939370641, -34343.156446550885, -34343.075267959866, -34342.99579802113, -34342.917979549005, -34342.841757928436, -34342.76708096992, -34342.69389877439, -34342.62216360716, -34342.55182978024, -34342.48285354248, -34342.41519297671, -34342.348807903516, -34342.283659791145, -34342.2197116709, -34342.15692805789, -34342.0952748766, -34342.03471939081, -34341.975230137854, -34341.916776866696, -34341.85933047958, -34341.8028629771, -34341.7473474064, -34341.6927578123, -34341.6390691911, -34341.58625744705, -34341.534299351144, -34341.48317250215, -34341.43285528972]",False,2023-03,False,PeriodIndex,True,PeriodIndex,True
2023-05,2023-05-01,2023Q2,2,50,772,1,-34395.75830162373,100,"[-37323.63237169634, -35554.52941579215, -35235.013203698836, -35023.14296772675, -34865.14680570322, -34751.573888867184, -34673.43208439545, -34619.555198280745, -34580.543078401075, -34550.33138381991, -34525.518975465064, -34504.33645799829, -34485.937250214905, -34469.97445790518, -34456.33163529499, -34444.94323572465, -34435.6903150058, -34428.36608330459, -34422.693621041246, -34418.36769484689, -34415.09532489621, -34412.6218227932, -34410.74087585022, -34409.29340243652, -34408.160781324244, -34407.25647783422, -34406.51821330497, -34405.901502646804, -34405.37467243118, -34404.91517115178, -34404.50690171197, -34404.138320747326, -34403.801095803385, -34403.48916103848, -34403.19805460133, -34402.92445388385, -34402.665849331665, -34402.42031514036, -34402.18634768303, -34401.962751315514, -34401.748557361265, -34401.542966371395, -34401.345306747084, -34401.15500489446, -34400.97156353348, -34400.79454579334, -34400.6235634325, -34400.45826801393, -34400.298344210285, -34400.14350465534, -34399.99348592649, -34399.84804536258, -34399.70695850465, -34399.57001700659, -34399.43702690472, -34399.30780716467, -34399.18218844614, -34399.0600120403, -34398.9411289469, -34398.82539906485, -34398.71269047743, -34398.602878815975, -34398.4958466907, -34398.39148317851, -34398.28968336027, -34398.190347901036, -34398.093382667925, -34397.99869838133, -34397.90621029568, -34397.81583790638, -34397.72750468055, -34397.64113780883, -34397.55666797637, -34397.47402915117, -34397.39315838811, -34397.313995647266, -34397.23648362531, -34397.160567598796, -34397.086195278294, -34397.01331667264, -34396.94188396227, -34396.87185138096, -34396.80317510549, -34396.73581315227, -34396.66972528078, -34396.604872903, -34396.541218998536, -34396.47872803497, -34396.41736589317, -34396.35709979692, -34396.297898246965, -34396.23973095884, -34396.18256880427, -34396.12638375607, -34396.07114883623, -34396.0168380667, -34395.96342642326, -34395.91088979166, -34395.85920492638, -34395.8083494115, -34395.75830162373]",False,2023-04,False,PeriodIndex,True,PeriodIndex,True
2023-06,2023-06-01,2023Q2,3,50,773,1,-34452.24830106068,100,"[-37388.55317869478, -35615.44149241804, -35293.602590302544, -35080.14328519961, -34921.14735242323, -34807.15273359892, -34728.98819489711, -34675.25394008872, -34636.41240126835, -34606.35728144802, -34581.68453625409, -34560.62702962656, -34542.3363450436, -34526.46097298543, -34512.88080379923, -34501.530192591104, -34492.29394415969, -34484.97127931533, -34479.291466868715, -34474.95420530223, -34471.66973151965, -34469.18507960881, -34467.29463397417, -34465.83942227396, -34464.70065233935, -34463.79151990627, -34463.0494707062, -34462.429777553574, -34461.900569976526, -34461.43914301176, -34461.02928325579, -34460.65936069255, -34460.32097899486, -34460.00802553056, -34459.716004273374, -34459.44156766673, -34459.18218791685, -34458.93592584375, -34458.7012679684, -34458.477011349474, -34458.262181870305, -34458.05597599661, -34457.85771903704, -34457.66683503684, -34457.482824897656, -34457.305250335296, -34457.13372199942, -34456.9678905747, -34456.80744003148, -34456.652082436456, -34456.50155390457, -34456.35561139381, -34456.214030128365, -34456.076601495806, -34455.94313130622, -34455.81343833107, -34455.68735306147, -34455.56471664077, -34455.44537993755, -34455.32920273319, -34455.21605300445, -34455.105806285195, -34454.99834509558, -34454.8935584285, -34454.79134128585, -34454.691594257776, -34454.59422314, -34454.49913858426, -34454.40625577871, -34454.3154941545, -34454.22677711604, -34454.14003179271, -34454.055188809536, -34453.972182075406, -34453.89094858688, -34453.81142824652, -34453.733563694026, -34453.65730014963, -34453.582585268035, -34453.50936900266, -34453.43760347893, -34453.36724287603, -34453.29824331649, -34453.23056276283, -34453.16416092098, -34453.098999149704, -34453.03504037572, -34452.972249014085, -34452.91059089343, -34452.85003318571, -34452.79054434014, -34452.732094021056, -34452.6746530494, -34452.61819334758, -34452.56268788747, -34452.5081106414, -34452.45443653582, -34452.40164140765, -34452.34970196287, -34452.29859573752, -34452.24830106068]",False,2023-05,False,PeriodIndex,True,PeriodIndex,True
2023-07,2023-07-01,2023Q3,1,50,774,1,-34498.58847494219,100,"[-37440.86823132892, -35665.85347500346, -35342.961633354986, -35128.555163695615, -34968.726622152244, -34854.12177516626, -34775.58671397618, -34721.65603331172, -34682.721835922726, -34652.634587251494, -34627.96664888694, -34606.93561684068, -34588.6808460624, -34572.840656141896, -34559.28771025465, -34547.953050284836, -34538.72195988899, -34531.396566349096, -34525.70967624268, -34521.36386731776, -34518.07115074439, -34515.579378549606, -34513.683145562274, -34512.22338675611, -34511.081105183184, -34510.16927649939, -34509.42515101636, -34508.80384227306, -34508.27335587211, -34507.810893133115, -34507.40017113658, -34507.029509038075, -34506.69047377323, -34506.37692641934, -34506.08435230369, -34505.809390757946, -34505.54950484786, -34505.302749080365, -34505.067605661956, -34504.84286874046, -34504.627562267866, -34504.42088145787, -34504.22215083507, -34504.030793980826, -34503.846311550034, -34503.66826515757, -34503.49626544867, -34503.329963166354, -34503.16904237897, -34503.013215275045, -34502.86221810467, -34502.71580796701, -34502.57376022872, -34502.43586641796, -34502.30193248139, -34502.17177732177, -34502.045231555414, -34501.92213644423, -34501.80234296848, -34501.685711014376, -34501.57210865645, -34501.461411519595, -34501.353502208265, -34501.24826979319, -34501.14560934773, -34501.0454215275, -34500.94761218776, -34500.85209203427, -34500.75877630381, -34500.667584471026, -34500.57843997903, -34500.491269991246, -34500.40600516241, -34500.32257942695, -34500.24092980314, -34500.16099621148, -34500.08272130628, -34500.00605031903, -34499.930930912735, -34499.857313046254, -34499.78514884779, -34499.71439249687, -34499.64500011403, -34499.576929657705, -34499.51014082774, -34499.44459497499, -34499.380255016615, -34499.31708535648, -34499.25505181069, -34499.19412153728, -34499.13426297043, -34499.0754457583, -34499.017640704675, -34498.96081971392, -34498.904955739024, -34498.85002273273, -34498.79599560129, -34498.742850160736, -34498.69056309576, -34498.63911192061, -34498.58847494219]",False,2023-06,False,PeriodIndex,True,PeriodIndex,True
2023-08,2023-08-01,2023Q3,2,50,775,1,-34553.019466705824,100,"[-37501.02861994176, -35724.655361282865, -35401.80051793631, -35187.06570301552, -35026.562732893384, -34911.15565081143, -34831.925560633856, -34777.501486350666, -34738.258074409154, -34707.994607958404, -34683.23511898024, -34662.15838799141, -34643.87376556218, -34627.99827297707, -34614.39284124433, -34602.986410911966, -34593.66971117607, -34586.25395737063, -34580.48069406237, -34576.05844471344, -34572.70187416078, -34570.15894604154, -34568.222915839375, -34566.73281398139, -34565.56771068556, -34564.638873675445, -34563.88215026024, -34563.25154941781, -34562.71422956245, -34562.24675293828, -34561.83235973592, -34561.45901578279, -34561.11802745715, -34560.80306425612, -34560.50947087366, -34560.23378346711, -34559.97338938678, -34559.72628751476, -34559.490919118645, -34559.26604814088, -34559.05067617759, -34558.84398183398, -34558.645277242365, -34558.45397669224, -34558.26957383356, -34558.0916249694, -34557.91973669172, -34557.75355663033, -34557.59276644607, -34557.437076452814, -34557.2862214308, -34557.13995731872, -34556.99805856094, -34556.8603159478, -34556.72653483218, -34556.59653363617, -34556.47014258494, -34556.347202620585, -34556.22756446073, -34556.11108777506, -34555.9976404591, -34555.887097989325, -34555.77934284679, -34555.674263999594, -34555.57175643559, -34555.47172073915, -34555.37406270621, -34555.278692993146, -34555.18552679579, -34555.09448355487, -34555.00548668561, -34554.91846332848, -34554.83334411969, -34554.75006297871, -34554.668556911965, -34554.58876583078, -34554.510632382575, -34554.43410179381, -34554.35912172421, -34554.28564213072, -34554.21361514084, -34554.14299493447, -34554.073737633415, -34554.00580119816, -34553.93914533121, -34553.87373138677, -34553.80952228568, -34553.746482436094, -34553.68457765861, -34553.62377511622, -34553.5640432482, -34553.50535170814, -34553.44767130539, -34553.39097395008, -34553.33523260115, -34553.280421217365, -34553.22651471112, -34553.17348890471, -34553.12132048916, -34553.06998698507, -34553.019466705824]",False,2023-07,False,PeriodIndex,True,PeriodIndex,True
2023-09,2023-09-01,2023Q3,3,50,776,1,-34604.946990526936,100,"[-37553.153810954725, -35774.25838150052, -35450.624311452244, -35234.98601030745, -35074.2692854618, -34959.45506398109, -34881.23754131681, -34827.85172671892, -34789.491129086404, -34759.92075697142, -34735.674560452426, -34714.94271945297, -34696.845135553376, -34681.01729547192, -34667.35110881185, -34655.8150660095, -34646.33878137384, -34638.76350207615, -34632.848814310084, -34628.31082077988, -34624.86482103403, -34622.25577781217, -34620.27258627392, -34618.749852307534, -34617.56277393839, -34616.619508743024, -34615.85354731865, -34615.21718784825, -34614.67638727774, -34614.206886102926, -34613.79137469202, -34613.41745800131, -34613.076209798906, -34612.76115240594, -34612.467539339246, -34612.19185174974, -34611.93144500891, -34611.684300453606, -34611.4488506895, -34611.223856339115, -34611.00831879016, -34610.80141816663, -34610.6024690029, -34610.41088837161, -34610.2261727976, -34610.047881391765, -34609.875623407024, -34609.70904895339, -34609.54784198338, -34609.39171491997, -34609.24040448236, -34609.09366839319, -34608.951282740585, -34608.81303983278, -34608.67874642715, -34608.54822224802, -34608.42129872998, -34608.29781793998, -34608.17763164293, -34608.06060048427, -34607.94659326911, -34607.835486321834, -34607.72716291397, -34607.62151275019, -34607.51843150447, -34607.417820399765, -34607.31958582597, -34607.22363899139, -34607.1298956041, -34607.03827557979, -34606.948702773414, -34606.861104732154, -34606.77541246758, -34606.69156024525, -34606.609485390014, -34606.529128105685, -34606.45043130769, -34606.37334046764, -34606.29780346882, -34606.223770471624, -34606.151193788115, -34606.08002776494, -34606.01022867418, -34605.94175461105, -34605.87456539835, -34605.808622496945, -34605.74388892184, -34605.68032916351, -34605.617909113906, -34605.55659599717, -34605.49635830424, -34605.43716573153, -34605.378989123, -34605.3218004158, -34605.265572588774, -34605.210279614126, -34605.155896411576, -34605.102398805204, -34605.0497634826, -34604.997967956246, -34604.946990526936]",False,2023-08,False,PeriodIndex,True,PeriodIndex,True
2023-10,2023-10-01,2023Q4,1,50,777,1,-34658.71954954388,100,"[-37615.21772103447, -35837.199292093544, -35512.67156696825, -35295.897607613224, -35133.957296011955, -35018.00928238251, -34938.80731848132, -34884.579567613386, -34845.522919986055, -34815.41234034592, -34790.771465460886, -34769.757960271876, -34751.45340286078, -34735.46342254685, -34721.66277481314, -34710.01277615948, -34700.4411045601, -34692.78845624836, -34686.81325661048, -34682.22945033523, -34678.74961779277, -34676.11600041647, -34674.11512518627, -34672.57970809078, -34671.38351785826, -34670.43366657843, -34669.66289589644, -34669.02297449062, -34668.479488029145, -34668.007917948766, -34667.59077429298, -34667.215536545205, -34666.87319104381, -34666.55719900002, -34666.26277101401, -34665.98635790312, -34665.72529342481, -34665.47754336428, -34665.24152901061, -34665.01600264712, -34664.79995943232, -34664.59257477093, -34664.393159571, -34664.20112808022, -34664.015974594484, -34663.83725644571, -34663.66458145276, -34663.49759855996, -34663.3359907659, -34663.17946970897, -34663.02777146063, -34662.88065320744, -34662.73789059342, -34662.59927555865, -34662.46461455563, -34662.333727056466, -34662.20644428754, -34662.0826081444, -34661.96207025123, -34661.844691138394, -34661.730339517155, -34661.61889163572, -34661.51023070396, -34661.40424637686, -34661.30083428828, -34661.19989562898, -34661.1013367628, -34661.00506887684, -34660.911007661736, -34660.81907301849, -34660.72918878934, -34660.64128251009, -34660.55528518174, -34660.47113105959, -34660.3887574582, -34660.308104570795, -34660.22911530165, -34660.15173511054, -34660.07591186806, -34660.001595720925, -34659.928738966526, -34659.85729593582, -34659.787222884086, -34659.718477888644, -34659.651020753416, -34659.5848129193, -34659.51981738035, -34659.455998605124, -34659.3933224628, -34659.33175615382, -34659.27126814467, -34659.21182810652, -34659.153406857455, -34659.09597630808, -34659.03950941017, -34658.98398010829, -34658.92936329406, -34658.87563476313, -34658.82277117422, -34658.77075001066, -34658.71954954388]",False,2023-09,False,PeriodIndex,True,PeriodIndex,True
2023-11,2023-11-01,2023Q4,2,50,778,1,-34707.504213902066,100,"[-37674.2200675331, -35892.39862411979, -35566.15033692596, -35347.62130616991, -35184.28905968116, -35067.484046495054, -34987.860798262824, -34933.448657917135, -34894.30952177805, -34864.160852653404, -34839.505048241874, -34818.48954167813, -34800.1891186445, -34784.20494927815, -34770.40947072593, -34758.76323465663, -34749.19395370898, -34741.542635990074, -34735.56808362384, -34730.98461714183, -34727.505137099535, -34724.87209590008, -34722.872105071656, -34721.33786360147, -34720.14306585143, -34719.194732268836, -34718.425521085366, -34717.78713703614, -34717.24512301186, -34716.774935760346, -34716.35907412754, -34715.985015493905, -34715.64374966889, -34715.3287443729, -34715.03521806473, -34714.75962972296, -34714.49932096956, -34714.25226485198, -34714.016889195744, -34713.79195207733, -34713.57645374471, -34713.36957405475, -34713.1706278055, -34712.97903264679, -34712.794285857024, -34712.61594739155, -34712.4436273856, -34712.276976837165, -34712.115680573115, -34711.959451865936, -34711.80802825328, -34711.66116824196, -34711.51864866873, -34711.380262554536, -34711.24581733401, -34711.11513337407, -34710.98804271825, -34710.86438800981, -34710.744021558625, -34710.626804524945, -34710.5126061997, -34710.401303365405, -34710.29277972518, -34710.18692538998, -34710.08363641589, -34709.982814384995, -34709.884366024446, -34709.78820285901, -34709.69424089348, -34709.602400321586, -34709.51260525859, -34709.424783495226, -34709.33886627077, -34709.254788063554, -34709.172486397045, -34709.091901660315, -34709.01297694155, -34708.9356578733, -34708.85989248861, -34708.7856310872, -34708.71282611055, -34708.641432025615, -34708.57140521592, -34708.502703880054, -34708.43528793653, -34708.36911893473, -34708.30415997146, -34708.24037561262, -34708.17773181977, -34708.11619588107, -34708.05573634626, -34707.99632296575, -34707.93792663295, -34707.88051933019, -34707.824074077565, -34707.76856488478, -34707.71396670561, -34707.66025539496, -34707.607407668256, -34707.555401062884, -34707.504213902066]",False,2023-10,False,PeriodIndex,True,PeriodIndex,True
