vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2003-11,2003-11-01,2003Q4,2,49,538,1,-24622.599820417436,100,"[-27149.63603835627, -26046.322612899054, -25708.838287893603, -25441.818467136894, -25219.46153727471, -25050.307947320805, -24937.46946745475, -24869.767564865077, -24830.06643928858, -24804.668892083348, -24785.78453191625, -24769.594301450878, -24753.362242020587, -24732.125086565793, -24699.90046016992, -24669.44846815447, -24654.283473159096, -24647.660674481354, -24644.18807486821, -24641.92358787819, -24640.228265628637, -24638.864785407648, -24637.722863280567, -24636.740340471904, -24635.877953124924, -24635.109278099037, -24634.415776181057, -24633.784005790643, -24633.203945633486, -24632.667941907806, -24632.17002515946, -24631.705453326766, -24631.270397405795, -24630.861719751323, -24630.4768143, -24630.113489293788, -24629.769879859625, -24629.444381982663, -24629.135602065217, -24628.842317999464, -24628.563448845278, -24628.298031004597, -24628.04519934412, -24627.80417211686, -24627.574238821915, -24627.354750352843, -24627.145110940113, -24626.944771509818, -24626.753224167056, -24626.56999757864, -24626.394653079067, -24626.226781362377, -24626.06599965119, -24625.91194925728, -24625.764293465163, -24625.62271568404, -24625.486917824095, -24625.35661886138, -24625.231553562448, -24625.111471344906, -24624.996135254412, -24624.88532104191, -24624.778816327856, -24624.676419842028, -24624.577940729545, -24624.483197915226, -24624.392019519433, -24624.304242319635, -24624.219711252765, -24624.138278954197, -24624.059805329467, -24623.984157155697, -24623.911207709905, -24623.840836421696, -24623.77292854819, -24623.70737486938, -24623.644071402054, -24623.58291913097, -24623.523823755888, -24623.466695453113, -24623.411448650717, -24623.358001816312, -24623.306277256517, -24623.256200927328, -24623.207702254753, -24623.160713964855, -24623.115171922902, -24623.07101498071, -24623.028184831946, -24622.98662587486, -24622.946285081925, -24622.90711187606, -24622.869058013086, -24622.83207746999, -24622.796126338802, -24622.76116272556, -24622.727146654444, -24622.694039976373, -24622.661806282245, -24622.63041082028, -24622.599820417436]",False,2003-10,False,PeriodIndex,True,PeriodIndex,True
2003-12,2003-12-01,2003Q4,3,44,539,1,-21470.082730873037,100,"[-23969.57701363573, -22924.2514676476, -22573.522651861254, -22296.463558675405, -22068.431934461663, -21897.338585768448, -21784.560755418788, -21717.228819417924, -21677.491855778277, -21651.72050973004, -21632.504062911194, -21616.553841735877, -21602.22012072079, -21587.31291507939, -21566.41168331162, -21535.140415505317, -21509.04501749577, -21497.0952043328, -21492.039553220377, -21489.417094636272, -21487.684732669244, -21486.35360039, -21485.253092470928, -21484.308781941116, -21483.479885720695, -21482.740465539642, -21482.07263421721, -21481.46346878267, -21480.903333369715, -21480.384865645516, -21479.90232533155, -21479.45115801207, -21479.02769385059, -21478.628934132772, -21478.25239680329, -21477.896002700967, -21477.557990514993, -21477.236852399674, -21476.931284687493, -21476.640149785475, -21476.362446449868, -21476.097286400447, -21475.84387577366, -21475.601500299264, -21475.369513362934, -21475.147326321865, -21474.934400590708, -21474.7302411278, -21474.534391036017, -21474.34642705627, -21474.165955780518, -21473.992610448084, -21473.826048217707, -21473.665947830086, -21473.512007592588, -21473.363943631546, -21473.221488367835, -21473.08438917998, -21472.952407225595, -21472.825316397146, -21472.702902392306, -21472.584961882607, -21472.471301766727, -21472.3617384971, -21472.25609747015, -21472.15421247234, -21472.055925174835, -21471.961084671286, -21471.869547053513, -21471.78117502095, -21471.69583752005, -21471.613409410566, -21471.53377115581, -21471.456808534604, -21471.382412372703, -21471.310478291958, -21471.24090647537, -21471.173601446924, -21471.108471864634, -21471.04543032583, -21470.98439318367, -21470.925280373933, -21470.86801525133, -21470.812524434637, -21470.758737659966, -21470.706587641638, -21470.656009940052, -21470.60694283623, -21470.559327212446, -21470.513106438648, -21470.468226264304, -21470.42463471532, -21470.382281995753, -21470.341120394012, -21470.30110419341, -21470.262189586643, -21470.224334594157, -21470.18749898615, -21470.151644207945, -21470.116733308656, -21470.082730873037]",False,2003-11,False,PeriodIndex,True,PeriodIndex,True
2004-01,2004-01-01,2004Q1,1,50,540,1,-25507.810828080896,100,"[-28082.883976141606, -26934.24500809788, -26594.45210190926, -26328.20865502164, -26106.74024513069, -25937.608319172694, -25824.021691305516, -25755.42657559359, -25715.147481404438, -25689.617348235814, -25671.130772225984, -25656.30079009555, -25643.915429257508, -25633.53310215037, -25624.62667610822, -25615.782097275132, -25603.09427700533, -25579.40431769727, -25550.479520032943, -25534.576369831826, -25528.533424765854, -25525.96356481505, -25524.459978954048, -25523.323577323998, -25522.35957438957, -25521.505939321403, -25520.73600048654, -25520.034177115464, -25519.38959196574, -25518.794029500732, -25518.241052422512, -25517.725504175287, -25517.243184487932, -25516.790622802837, -25516.364914483514, -25515.963599815906, -25515.584573173153, -25515.226013919328, -25514.886333245988, -25514.564132847056, -25514.258172491223, -25513.967344348875, -25513.690652492485, -25513.42719639167, -25513.17615751648, -25512.936788376803, -25512.708403484154, -25512.490371841428, -25512.282110654898, -25512.08308003073, -25511.89277846973, -25511.710739013557, -25511.53652592603, -25511.3697318171, -25511.209975134858, -25511.05689796606, -25510.910164096313, -25510.76945729058, -25510.63447976145, -25510.50495079829, -25510.380605535363, -25510.261193840157, -25510.1464793065, -25510.03623833946, -25509.93025932087, -25509.82834184604, -25509.730296023703, -25509.635941832144, -25509.54510852565, -25509.457634086015, -25509.37336471457, -25509.292154360926, -25509.2138642848, -25509.13836264804, -25509.06552413404, -25508.995229592165, -25508.927365705247, -25508.861824677944, -25508.7985039446, -25508.737305894836, -25508.678137615665, -25508.620910648835, -25508.565540762283, -25508.511947734718, -25508.460055152405, -25508.409790217353, -25508.36108356602, -25508.313869098027, -25508.268083814073, -25508.22366766259, -25508.18056339452, -25508.138716425692, -25508.09807470649, -25508.05858859822, -25508.02021075584, -25507.9828960167, -25507.946601295007, -25507.91128548154, -25507.876909348433, -25507.84343545882, -25507.810828080896]",False,2003-12,False,PeriodIndex,True,PeriodIndex,True
2004-02,2004-02-01,2004Q1,2,50,541,1,-25553.386110496805,100,"[-28137.69426616009, -26984.57901622431, -26643.771584505903, -26376.813921998066, -26154.860542455815, -25985.37194083276, -25871.492361895962, -25802.60892200273, -25762.06471381519, -25736.312519733252, -25717.61599278925, -25702.521754550347, -25689.705849133803, -25678.4635335111, -25667.468003013066, -25652.837492312, -25627.457968108625, -25597.788747887073, -25581.679468142, -25575.378313539022, -25572.5771567805, -25570.901167262058, -25569.64032206367, -25568.584941536723, -25567.662187363843, -25566.83835968176, -25566.09334689489, -25565.4132924766, -25564.787968744982, -25564.209543088167, -25563.67186824854, -25563.17002613606, -25562.7000171033, -25562.258540807135, -25561.842837813107, -25561.450572883263, -25561.07974761004, -25560.728634137726, -25560.39572429372, -25560.07969013881, -25559.779353079644, -25559.493659467087, -25559.2216611521, -25558.962499862275, -25558.71539454516, -25558.479631032344, -25558.25455353155, -25558.03955756841, -25557.83408408585, -25557.637614473846, -25557.44966635201, -25557.269789965445, -25557.097565083233, -25556.93259831195, -25556.7745207536, -25556.62298595185, -25556.477668080355, -25556.338260336364, -25556.204473508784, -25556.076034695958, -25555.952686152148, -25555.83418424564, -25555.720298513937, -25555.61081080386, -25555.50551448647, -25555.40421373777, -25555.306722878086, -25555.212865763446, -25555.122475223547, -25555.03539254162, -25554.95146697188, -25554.870555291032, -25554.79252138064, -25554.71723583757, -25554.64457560997, -25554.574423656744, -25554.50666862836, -25554.441204567487, -25554.37793062772, -25554.3167508091, -25554.257573709194, -25554.20031228845, -25554.14488364903, -25554.09120882598, -25554.039212590054, -25553.988823261247, -25553.93997253257, -25553.89259530315, -25553.846629520285, -25553.802016029775, -25553.758698434096, -25553.716622957872, -25553.675738320366, -25553.635995614382, -25553.597348191397, -25553.55975155247, -25553.5231632446, -25553.48754276237, -25553.452851454385, -25553.419052434376, -25553.386110496805]",False,2004-01,False,PeriodIndex,True,PeriodIndex,True
2004-03,2004-03-01,2004Q1,3,50,542,1,-25608.453203502642,100,"[-28199.957244757836, -27044.947278166343, -26703.29734657913, -26435.26416610345, -26212.20258292554, -26041.91088347481, -25927.563312263243, -25858.379188011593, -25817.581918157863, -25791.592465437214, -25772.683254545413, -25757.404649805474, -25744.39363604522, -25732.796412328164, -25720.820246183262, -25703.45003130429, -25674.69321345935, -25647.647451405122, -25635.025183713562, -25630.027197094816, -25627.59679834444, -25626.015254013037, -25624.776985550212, -25623.726170785005, -25622.803158801915, -25621.977484344505, -25621.22992111697, -25620.546927684292, -25619.9184331727, -25619.33670386819, -25618.79566216612, -25618.290441239144, -25617.817079840162, -25617.372306578123, -25616.953383844357, -25616.55799275766, -25616.184147014646, -25615.83012752174, -25615.494432218296, -25615.175737159385, -25614.872866043042, -25614.58476613509, -25614.31048908508, -25614.049175512002, -25613.80004251779, -25613.562373491208, -25613.335509715886, -25613.118843409087, -25612.9118119029, -25612.7138927433, -25612.524599531986, -25612.343478372804, -25612.17010481373, -25612.00408119755, -25611.845034351958, -25611.692613563107, -25611.546488787335, -25611.406349064622, -25611.271901103497, -25611.142868012736, -25611.018988159478, -25610.900014136703, -25610.785711825956, -25610.67585954326, -25610.570247258293, -25610.468675878183, -25610.370956588646, -25610.276910246197, -25610.186366816095, -25610.099164851345, -25610.01515100865, -25609.93417959793, -25609.856112162073, -25609.78081708452, -25609.708169221994, -25609.638049560377, -25609.570344891894, -25609.504947511756, -25609.441754932897, -25609.380669617465, -25609.32159872361, -25609.264453866846, -25609.20915089462, -25609.155609673406, -25609.103753887422, -25609.05351084824, -25609.004811314517, -25608.95758932138, -25608.91178201866, -25608.867329517674, -25608.8241747458, -25608.78226330869, -25608.74154335932, -25608.70196547394, -25608.663482534022, -25608.626049614384, -25608.589623876745, -25608.55416446871, -25608.51963242772, -25608.485990589776, -25608.453203502642]",False,2004-02,False,PeriodIndex,True,PeriodIndex,True
2004-04,2004-04-01,2004Q2,1,50,543,1,-25641.780745054413,100,"[-28242.040121023223, -27084.63058694249, -26741.92708595807, -26472.89252797312, -26248.840404916496, -26077.717292434594, -25962.737898110914, -25893.06877495263, -25851.89499300005, -25825.59775489272, -25806.40802132769, -25790.831886055574, -25777.410308709197, -25764.991493331763, -25750.84055682023, -25728.38058571855, -25696.906391545413, -25675.343849856996, -25666.40059161486, -25662.60183702565, -25660.503885672122, -25659.016893169985, -25657.813486212268, -25656.78216179457, -25655.873755011577, -25655.06038500256, -25654.323604981273, -25653.6502162842, -25653.030360517565, -25652.456460409157, -25651.9225614046, -25651.423896229287, -25650.956585499553, -25650.51742594863, -25650.103737211437, -25649.71324890336, -25649.344016096657, -25648.9943552123, -25648.662794833115, -25648.348037574448, -25648.048930245353, -25647.764440289146, -25647.49363702246, -25647.2356765714, -25646.989789677704, -25646.75527174861, -25646.5314746733, -25646.317800039207, -25646.11369346535, -25645.91863983248, -25645.732159238214, -25645.55380354195, -25645.383153392617, -25645.21981565445, -25645.063421162813, -25644.91362275544, -25644.770093535197, -25644.632525328285, -25644.50062730882, -25644.374124765585, -25644.25275799125, -25644.136281277322, -25644.024462001376, -25643.91707979469, -25643.813925780716, -25643.714801876107, -25643.619520147175, -25643.52790221576, -25643.43977870938, -25643.354988751133, -25643.273379485363, -25643.19480563592, -25643.119129093695, -25643.04621853122, -25642.975949041604, -25642.9082018001, -25642.842863746326, -25642.779827285412, -25642.718990006913, -25642.660254419865, -25642.60352770304, -25642.548721469153, -25642.49575154223, -25642.444537747106, -25642.39500371037, -25642.347076671947, -25642.300687306655, -25642.25576955524, -25642.21226046403, -25642.170100033123, -25642.129231072195, -25642.08959906371, -25642.05115203313, -25642.013840425596, -25641.977616988872, -25641.942436662066, -25641.908256469964, -25641.875035422556, -25641.842734419602, -25641.811316159772, -25641.780745054413]",False,2004-03,False,PeriodIndex,True,PeriodIndex,True
2004-05,2004-05-01,2004Q2,2,50,544,1,-25688.43544031724,100,"[-28293.854017665206, -27134.855119392134, -26790.884468875614, -26521.078235205372, -26296.494587914232, -26124.95549587811, -26009.6193153645, -25939.699673603656, -25898.406558658557, -25872.06421324067, -25852.83518958906, -25837.159262655183, -25823.454784544556, -25810.229254638056, -25793.783994366695, -25767.18601309116, -25736.297856385547, -25718.965288382205, -25711.919422189672, -25708.696496402874, -25706.767962758957, -25705.345498824994, -25704.18100669736, -25703.181444182213, -25702.301627154375, -25701.514524649014, -25700.8019308039, -25700.150789966654, -25699.551376731753, -25698.996244877628, -25698.479565826314, -25697.996690554708, -25697.54384907074, -25697.117938510808, -25696.716370325586, -25696.336957998843, -25695.977833244335, -25695.637382616536, -25695.314199001154, -25695.007044103804, -25694.714819164852, -25694.436541889845, -25694.171328118908, -25693.918377139136, -25693.67695981875, -25693.446408942742, -25693.226111278185, -25693.015501007718, -25692.814054252645, -25692.62128446953, -25692.436738551834, -25692.259993504296, -25692.090653585812, -25691.92834783793, -25691.772727933003, -25691.623466288896, -25691.480254407485, -25691.34280140215, -25691.21083268608, -25691.084088797812, -25690.96232434506, -25690.845307050637, -25690.732816887317, -25690.62464529034, -25690.520594438098, -25690.420476593055, -25690.324113496034, -25690.23133580798, -25690.141982594225, -25690.05590084673, -25689.972945040834, -25689.89297672279, -25689.815864125507, -25689.74148180984, -25689.669710329137, -25689.60043591513, -25689.533550183332, -25689.468949856455, -25689.40653650428, -25689.34621629888, -25689.287899783973, -25689.231501657385, -25689.17694056566, -25689.124138910032, -25689.073022662993, -25689.023521194707, -25688.975567108624, -25688.92909608577, -25688.884046737166, -25688.840360463815, -25688.797981323845, -25688.75685590642, -25688.716933211967, -25688.678164538396, -25688.640503372986, -25688.60390528952, -25688.56832785062, -25688.53373051466, -25688.50007454737, -25688.467322937606, -25688.43544031724]",False,2004-04,False,PeriodIndex,True,PeriodIndex,True
2004-06,2004-06-01,2004Q2,3,50,545,1,-25727.561391079194,100,"[-28333.393782379775, -27174.13742734024, -26830.673579452297, -26561.49005842965, -26337.309410961425, -26165.80225278619, -26050.224504094025, -25980.00795516871, -25938.454240676445, -25911.84777152339, -25892.23774816323, -25875.82543578161, -25860.358061513187, -25842.294423668933, -25814.863090518174, -25781.96391593523, -25762.119333924773, -25753.63123074874, -25749.637878017205, -25747.261201579367, -25745.55443572194, -25744.198023852976, -25743.062899428627, -25742.08371099879, -25741.221360128082, -25740.45010833724, -25739.75204119341, -25739.114205376474, -25738.526951041185, -25737.982908131562, -25737.476326415803, -25737.002635181678, -25736.55814069682, -25736.139812964415, -25735.74513212184, -25735.371975762137, -25735.018534996037, -25734.683251100323, -25734.36476715649, -25734.06189075555, -25733.773564967305, -25733.498845543567, -25733.236882865338, -25732.986907528924, -25732.74821874402, -25732.520174920093, -25732.30218596726, -25732.093706949283, -25731.89423281003, -25731.703293957587, -25731.520452538127, -25731.34529926819, -25731.17745072185, -25731.016546990984, -25730.86224965353, -25730.714239997542, -25730.572217459216, -25730.435898240947, -25730.305014081772, -25730.179311157695, -25730.05854909325, -25729.942500069097, -25729.83094801261, -25729.72368786105, -25729.620524888167, -25729.521274086695, -25729.425759600323, -25729.333814199494, -25729.24527879659, -25729.160001996068, -25729.077839676385, -25728.998654600327, -25728.922316051357, -25728.848699493377, -25728.777686252077, -25728.70916321579, -25728.64302255454, -25728.57916145555, -25728.517481874085, -25728.457890298512, -25728.400297528413, -25728.344618464922, -25728.29077191238, -25728.238680390572, -25728.188269956903, -25728.139470037753, -25728.09221326856, -25728.04643534197, -25728.00207486374, -25727.95907321579, -25727.91737442599, -25727.876925044475, -25727.837674025905, -25727.79957261747, -25727.762574252312, -25727.726634448092, -25727.691710710336, -25727.657762440467, -25727.624750848176, -25727.59263886787, -25727.561391079194]",False,2004-05,False,PeriodIndex,True,PeriodIndex,True
2004-07,2004-07-01,2004Q3,1,50,546,1,-25772.15474976832,100,"[-28376.16002809824, -27218.057965325665, -26875.723211930526, -26607.44176647802, -26383.609213523272, -26211.733026958533, -26095.384015244, -26024.493566649107, -25982.60695764359, -25955.951703011076, -25936.45032676601, -25920.26719718022, -25905.30046316379, -25888.581723638315, -25863.759587868117, -25830.98678211501, -25808.65308096879, -25798.895688555433, -25794.492444524585, -25792.00414673643, -25790.272343729303, -25788.914391754224, -25787.784087176933, -25786.811421390004, -25785.95589299861, -25785.191247733062, -25784.49933761118, -25783.86709072764, -25783.28479785481, -25782.745064754257, -25782.242139379494, -25781.7714637693, -25781.329366437254, -25780.91284570846, -25780.519413760754, -25780.146982297658, -25779.793777448278, -25779.458275594996, -25779.13915443439, -25778.835255279486, -25778.545553753785, -25778.269136812367, -25778.005184575028, -25777.75295584844, -25777.51177649703, -25777.28103002908, -25777.060149916833, -25776.84861328285, -25776.645935669963, -25776.45166667588, -25776.265386282266, -25776.0867017452, -25775.915244942313, -25775.750670093643, -25775.59265179043, -25775.440883279105, -25775.295074958212, -25775.15495305384, -25775.02025844601, -25774.89074562293, -25774.766181744693, -25774.646345800815, -25774.531027848825, -25774.42002832327, -25774.31315740596, -25774.210234450096, -25774.111087451638, -25774.015552562618, -25773.923473641647, -25773.834701837535, -25773.749095202733, -25773.666518333357, -25773.58684203344, -25773.509943000885, -25773.43570353336, -25773.36401125216, -25773.294758842705, -25773.22784381013, -25773.163168248793, -25773.10063862473, -25773.040165569964, -25772.981663687784, -25772.92505136841, -25772.870250614018, -25772.817186872882, -25772.76578888169, -25772.715988515723, -25772.6677206464, -25772.620923005674, -25772.575536056902, -25772.53150287197, -25772.48876901398, -25772.447282425645, -25772.40699332264, -25772.367854092096, -25772.32981919552, -25772.292845076285, -25772.256890071298, -25772.221914326594, -25772.18787971683, -25772.15474976832]",False,2004-06,False,PeriodIndex,True,PeriodIndex,True
2004-08,2004-08-01,2004Q3,2,50,547,1,-25847.396626147976,100,"[-28459.948729234933, -27299.901472067082, -26957.27740463314, -26688.139265626938, -26463.17232150332, -26290.1486558052, -26172.826618303217, -26101.234547429856, -26058.910787160054, -26031.9986864385, -26012.333149804588, -25996.03393191215, -25981.005278424127, -25964.356200604187, -25939.827663600263, -25907.05827316048, -25884.25584894306, -25874.218286528914, -25869.713402973826, -25867.19609662135, -25865.459178806494, -25864.10332664376, -25862.977219167933, -25862.009297321478, -25861.15856198369, -25860.398581882113, -25859.711139204483, -25859.08313294207, -25858.50484239105, -25857.968870356286, -25857.469466347062, -25857.0020765519, -25856.563035240983, -25856.149347555925, -25855.758533220753, -25855.388511995938, -25855.037518420053, -25854.70403751493, -25854.386755747168, -25854.08452324781, -25853.796324436804, -25853.52125498549, -25853.25850360058, -25853.007337505456, -25852.767090777517, -25852.537154907182, -25852.31697109663, -25852.10602392991, -25851.90383613083, -25851.709964189373, -25851.523994685886, -25851.345541179377, -25851.17424155482, -25851.00975574628, -25850.85176376949, -25850.699964011124, -25850.55407173211, -25850.413817750283, -25850.278947274724, -25850.149218868606, -25850.024403521747, -25849.904283817465, -25849.78865318046, -25849.677315195408, -25849.57008298664, -25849.466778651782, -25849.367232742443, -25849.27128378681, -25849.178777849116, -25849.089568122177, -25849.00351454936, -25848.920483472946, -25848.840347306475, -25848.76298422851, -25848.688277895984, -25848.616117175312, -25848.546395889778, -25848.479012581738, -25848.41387028853, -25848.35087633087, -25848.289942112962, -25848.230982933295, -25848.173917805394, -25848.118669287946, -25848.065163323445, -25848.013329085028, -25847.96309883087, -25847.914407765595, -25847.867193908423, -25847.82139796766, -25847.77696322091, -25847.73383540108, -25847.69196258755, -25847.65129510237, -25847.611785411198, -25847.57338802873, -25847.536059428377, -25847.49975795603, -25847.464443747624, -25847.430078650483, -25847.396626147976]",False,2004-07,False,PeriodIndex,True,PeriodIndex,True
2004-09,2004-09-01,2004Q3,3,50,548,1,-25894.369959879212,100,"[-28514.94358407661, -27350.922801382007, -27006.145211945543, -26735.177147930735, -26509.13470673569, -26336.033809100234, -26219.280884097076, -26148.300309252932, -26106.30273926223, -26079.448593032765, -26059.672998852846, -26043.096732632104, -26027.417807842314, -26009.091634438235, -25981.537790498092, -25948.874463917025, -25929.078028893473, -25920.487504755285, -25916.42388460414, -25914.020925500285, -25912.31253972779, -25910.965881327676, -25909.845249987506, -25908.882157036493, -25908.036005264457, -25907.28033412603, -25906.596889475397, -25905.9725722884, -25905.39768717409, -25904.864870602563, -25904.368405876812, -25903.903769589815, -25903.467321988734, -25903.056089854275, -25902.66761073204, -25902.299819009553, -25901.950961245322, -25901.619532377146, -25901.30422709552, -25901.003902392244, -25900.717548444918, -25900.44426578407, -25900.18324723863, -25899.933763545218, -25899.69515178788, -25899.466806039745, -25899.248169729053, -25899.038729364867, -25898.838009341103, -25898.645567601874, -25898.460991998483, -25898.283897205838, -25898.11392209377, -25897.950727470805, -25897.793994134663, -25897.64342117684, -25897.498724499186, -25897.359635508066, -25897.225899958496, -25897.097276925393, -25896.973537883336, -25896.854465879464, -25896.739854786574, -25896.629508625876, -25896.52324095031, -25896.42087428101, -25896.32223959038, -25896.22717582647, -25896.13552947388, -25896.047154147327, -25895.961910214337, -25895.87966444412, -25895.8002896801, -25895.723664533743, -25895.649673097836, -25895.578204677353, -25895.509153536477, -25895.442418660467, -25895.37790353105, -25895.315515914353, -25895.25516766042, -25895.19677451347, -25895.14025593214, -25895.085534918937, -25895.032537858424, -25894.981194363514, -25894.93143712927, -25894.883201793862, -25894.836426806287, -25894.791053300283, -25894.747024974266, -25894.70428797685, -25894.66279079773, -25894.622484163494, -25894.583320938287, -25894.545256028992, -25894.508246294652, -25894.47225046002, -25894.437229033, -25894.40314422572, -25894.369959879212]",False,2004-08,False,PeriodIndex,True,PeriodIndex,True
2004-10,2004-10-01,2004Q4,1,50,549,1,-25935.158762795967,100,"[-28564.41589625436, -27398.187959194525, -27052.593919334577, -26780.777115071625, -26553.766303876313, -26379.69836553077, -26262.036973094047, -26190.28056263695, -26147.698285184393, -26120.38121831632, -26100.09977315436, -26082.651087335842, -26064.81067745887, -26040.912942102506, -26007.08881953688, -25979.213550248387, -25965.85563912236, -25959.800651352987, -25956.514144682427, -25954.344954911332, -25952.721244201755, -25951.418455299096, -25950.328849035723, -25949.39135382351, -25948.567632429782, -25947.832108723604, -25947.16698290388, -25946.559440582605, -25945.99998742679, -25945.48141285211, -25944.998122427816, -25944.545693951535, -25944.120573551903, -25943.719862217273, -25943.341162484474, -25942.98246625739, -25942.642071423885, -25942.318519049884, -25942.010545526657, -25941.717045739402, -25941.43704445566, -25941.169673907112, -25940.914156079576, -25940.66978861105, -25940.43593347523, -25940.212007830414, -25939.99747656319, -25939.791846166907, -25939.594659678463, -25939.40549245913, -25939.223948653067, -25939.049658193122, -25938.882274251566, -25938.721471054516, -25938.566941995832, -25938.418397998812, -25938.275566084263, -25938.138188111647, -25938.006019665903, -25937.878829067922, -25937.756396490302, -25937.638513163438, -25937.52498065934, -25937.415610242955, -25937.310222281958, -25937.208645708, -25937.11071752297, -25937.016282344935, -25936.92519198946, -25936.837305082285, -25936.752486699974, -25936.67060803577, -25936.59154608807, -25936.515183369404, -25936.441407633898, -25936.37011162166, -25936.301192818602, -25936.234553230228, -25936.170099168554, -25936.107741050826, -25936.047393209243, -25935.98897371091, -25935.932404187268, -25935.877609672247, -25935.82451844863, -25935.773061902164, -25935.72317438273, -25935.674793072303, -25935.627857859196, -25935.58231121831, -25935.538098096913, -25935.495165805798, -25935.453463915368, -25935.412944156502, -25935.373560325934, -25935.335268195824, -25935.298025427437, -25935.26179148863, -25935.226527575025, -25935.192196534677, -25935.158762795967]",False,2004-09,False,PeriodIndex,True,PeriodIndex,True
2004-11,2004-11-01,2004Q4,2,50,550,1,-25973.62369031627,100,"[-28608.355152583994, -27440.711281858097, -27093.913235058433, -26820.95971733408, -26593.114487501283, -26418.62718531188, -26300.85988276662, -26229.099223150155, -26186.442932416154, -26158.902104440902, -26138.15823167964, -26119.677176006422, -26099.152581392984, -26069.801600036255, -26034.822319686333, -26012.659710527652, -26002.53989328268, -25997.546578815534, -25994.5659182941, -25992.489195514725, -25990.902397874037, -25989.621746721758, -25988.549585948014, -25987.627417572272, -25986.817662867456, -25986.095039453136, -25985.441902269267, -25984.84553887378, -25984.296531530134, -25983.787731846885, -25983.313598395453, -25982.869755546715, -25982.452691140872, -25982.059543962812, -25981.687951043576, -25981.335935906878, -25981.00182550755, -25980.68418768242, -25980.381783512697, -25980.0935306784, -25979.81847501087, -25979.55576822145, -25979.30465032395, -25979.06443565308, -25978.834501657366, -25978.614279848094, -25978.403248434253, -25978.200926284568, -25978.006867940596, -25977.82065946745, -25977.64191497629, -25977.470273688552, -25977.305397440134, -25977.146968544846, -25976.994687952938, -25976.84827365371, -25976.707459281046, -25976.571992888697, -25976.44163586837, -25976.316161988936, -25976.19535653823, -25976.07901555325, -25975.966945125863, -25975.858960774327, -25975.754886871524, -25975.65455612316, -25975.557809089616, -25975.464493746254, -25975.374465077883, -25975.287584703598, -25975.20372052864, -25975.12274642061, -25975.04454190751, -25974.968991895556, -25974.895986404877, -25974.825420321486, -25974.757193164154, -25974.691208864846, -25974.627375561682, -25974.565605403353, -25974.50581436423, -25974.447922069245, -25974.391851627952, -25974.337529477038, -25974.284885230823, -25974.23385153911, -25974.184363951987, -25974.13636079115, -25974.08978302738, -25974.044574163643, -25974.000680123856, -25973.95804914656, -25973.9166316836, -25973.876380303325, -25973.83724959817, -25973.79919609643, -25973.762178177843, -25973.726155993034, -25973.69109138647, -25973.65694782276, -25973.62369031627]",False,2004-10,False,PeriodIndex,True,PeriodIndex,True
2004-12,2004-12-01,2004Q4,3,50,551,1,-26003.045577619705,100,"[-28637.67941823564, -27469.380506672846, -27121.16156503933, -26847.326823380063, -26619.261574222848, -26445.102218635657, -26328.08714080789, -26257.18631318275, -26215.09089939023, -26187.53025478035, -26165.682719733508, -26143.289701473437, -26112.790958535334, -26075.195777429966, -26049.360587408508, -26036.69604039385, -26030.09501227032, -26026.086100614346, -26023.346999196, -26021.33239385453, -26019.773590669443, -26018.518112257654, -26017.47283126953, -26016.57865109219, -26015.79695998271, -26015.101772985377, -26014.475055279945, -26013.90390514125, -26013.37883105554, -26012.89267468598, -26012.43991908373, -26012.01623111983, -26011.61815001342, -26011.242869680125, -26010.888083138816, -26010.55186912359, -26010.23260811318, -26009.92891929917, -26009.639612720508, -26009.36365254396, -26009.10012863532, -26008.848234361478, -26008.60724911712, -26008.37652446266, -26008.15547304247, -26007.943559658524, -26007.74029402579, -26007.545224848134, -26007.35793493792, -26007.178037165057, -26007.00517106989, -26006.83900001034, -26006.67920874177, -26006.525501349606, -26006.37759947112, -26006.235240756017, -26006.098177525135, -26005.966175594724, -26005.839013239925, -26005.716480275893, -26005.59837723888, -26005.484514652973, -26005.374712370336, -26005.268798974983, -26005.166611241897, -26005.06799364423, -26004.972797902934, -26004.880882573514, -26004.792112665855, -26004.706359293257, -26004.623499347672, -26004.54341519824, -26004.465994410974, -26004.39112948721, -26004.318717619368, -26004.248660462217, -26004.180863918253, -26004.115237936076, -26004.051696320632, -26003.990156554195, -26003.930539627552, -26003.872769880276, -26003.816774849623, -26003.762485127332, -26003.709834223846, -26003.658758439302, -26003.60919674104, -26003.561090647047, -26003.514384115027, -26003.46902343676, -26003.42495713744, -26003.382135879576, -26003.3405123715, -26003.300041279825, -26003.260679145973, -26003.222384306402, -26003.185116816356, -26003.148838376947, -26003.113512265525, -26003.079103268916, -26003.045577619705]",False,2004-11,False,PeriodIndex,True,PeriodIndex,True
